Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Molecular Weight	Chromosome	PFam ID	Protein Length	Ortholog count	Paralog count	PFam Description	CDD ID	Gene3D ID	Hamap ID	NCBIfam ID	PANTHER ID	PRINTS ID	SFLD ID	CDD Description	Gene3D Description	Hamap Description	NCBIfam Description	PANTHER Description	PRINTS Description	SFLD Description	PirSF ID	PirSF Description	Prositefamilies ID	Prositefamilies Description	Smart ID	Smart Description	Superfamily ID	Superfamily Description	InterPro ID	InterPro Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
B9J08_001033	B9J08_001033-t37_1	Candida auris strain B8441	PEKT02000002:1,174,031..1,175,860(+)	Tetratricopeptide repeat | Tetratricopeptide repeat | domain-containing protein	68165	Not Assigned	PF07719, PF13432	609	5241	3	Tetratricopeptide repeat	N/A	G3DSA:1.25.40.10	N/A	N/A	PTHR46208	N/A	N/A	N/A	Tetratricopeptide repeat domain	N/A	N/A	MITOCHONDRIAL IMPORT RECEPTOR SUBUNIT TOM70	N/A	N/A	N/A	N/A	PS50005, PS50293	TPR repeat region circular profile.	SM00028	tpr_5	SSF48452	TPR-like	-, IPR011990, IPR013105, IPR019734	TPR repeat region circular profile.	GO:0005741;GO:0005741;GO:0005741;GO:0005742;GO:0005742;GO:0005739;GO:0005739	mitochondrial outer membrane;mitochondrial outer membrane;mitochondrial outer membrane;mitochondrial outer membrane translocase complex;mitochondrial outer membrane translocase complex;mitochondrion;mitochondrion	GO:0030943;GO:0030943;GO:0030943;GO:0005515;GO:0008320;GO:0008320;GO:0008320	mitochondrion targeting sequence binding;mitochondrion targeting sequence binding;mitochondrion targeting sequence binding;protein binding;protein transmembrane transporter activity;protein transmembrane transporter activity;protein transmembrane transporter activity	GO:0030150;GO:0030150;GO:0030150;GO:0045039;GO:0045039;GO:0045039;GO:0006626;GO:0006626	protein import into mitochondrial matrix;protein import into mitochondrial matrix;protein import into mitochondrial matrix;protein insertion into mitochondrial inner membrane;protein insertion into mitochondrial inner membrane;protein insertion into mitochondrial inner membrane;protein targeting to 	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.16 (protein-serine/threonine phosphatase)
B9J08_001034	B9J08_001034-t37_1	Candida auris strain B8441	PEKT02000002:1,175,995..1,177,068(+)	Protein-tyrosine phosphatase | domain-containing protein	40598	Not Assigned	PF00102	357	1527	1	Protein-tyrosine phosphatase	cd14497	G3DSA:3.90.190.10	N/A	N/A	PTHR12305	N/A	N/A	PTP_PTEN-like	Protein tyrosine phosphatase superfamily	N/A	N/A	PHOSPHATASE WITH HOMOLOGY TO TENSIN	N/A	N/A	N/A	N/A	PS50056, PS51181	Tyrosine specific protein phosphatases domain profile.	N/A	N/A	SSF52799	(Phosphotyrosine protein) phosphatases II	-, IPR000242, IPR000387, IPR029021, IPR029023, IPR051281	Tyrosine specific protein phosphatases domain profile.	GO:0042995;GO:0005737;GO:0005737;GO:0005829;GO:0005634;GO:0005886	cell projection;cytoplasm;cytoplasm;cytosol;nucleus;plasma membrane	GO:0016314;GO:0004725;GO:0008138;GO:0008138	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity	GO:0030476;GO:0030476;GO:0048870;GO:0016311;GO:0043491;GO:0046856;GO:0006470;GO:0006470;GO:0006470;GO:0051896	ascospore wall assembly;ascospore wall assembly;cell motility;dephosphorylation;phosphatidylinositol 3-kinase/protein kinase B signal transduction;phosphatidylinositol dephosphorylation;protein dephosphorylation;protein dephosphorylation;protein dephosphorylation;regulation of phosphatidylinositol 3	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.67 (phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase)	N/A
B9J08_001035	B9J08_001035-t37_1	Candida auris strain B8441	PEKT02000002:1,177,185..1,177,868(-)	Anticodon-binding domain | domain-containing protein	25860	Not Assigned	PF09793	227	11	0	Anticodon-binding domain	N/A	N/A	N/A	N/A	PTHR13542	N/A	N/A	N/A	N/A	N/A	N/A	LSM12 HOMOLOG	N/A	N/A	N/A	N/A	PS52001	AD domain profile.	SM00995	AD_2	N/A	N/A	IPR019181, IPR039683, IPR047574	LSM12 HOMOLOG	GO:0010494;GO:0010494	cytoplasmic stress granule;cytoplasmic stress granule	N/A	N/A	GO:0016070;GO:0016070	RNA metabolic process;RNA metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001036	B9J08_001036-t37_1	Candida auris strain B8441	PEKT02000002:1,179,231..1,180,424(+)	CDP-alcohol phosphatidyltransferase | domain-containing protein	44397	Not Assigned	PF01066	397	1467	0	CDP-alcohol phosphatidyltransferase	N/A	G3DSA:1.20.120.1760	N/A	N/A	PTHR10414	N/A	N/A	N/A	-	N/A	N/A	ETHANOLAMINEPHOSPHOTRANSFERASE	N/A	N/A	PIRSF015665	CHOPT	N/A	N/A	N/A	N/A	N/A	N/A	IPR000462, IPR014472, IPR043130	ETHANOLAMINEPHOSPHOTRANSFERASE	GO:0016020;GO:0016020;GO:0016020	membrane;membrane;membrane	GO:0004142;GO:0004142;GO:0004307;GO:0004307;GO:0016780	diacylglycerol cholinephosphotransferase activity;diacylglycerol cholinephosphotransferase activity;ethanolaminephosphotransferase activity;ethanolaminephosphotransferase activity;phosphotransferase activity, for other substituted phosphate groups	GO:0006656;GO:0006656;GO:0006646;GO:0006646;GO:0008654	phosphatidylcholine biosynthetic process;phosphatidylcholine biosynthetic process;phosphatidylethanolamine biosynthetic process;phosphatidylethanolamine biosynthetic process;phospholipid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.8.1 (ethanolaminephosphotransferase);2.7.8.2 (diacylglycerol cholinephosphotransferase)
B9J08_001037	B9J08_001037-t37_1	Candida auris strain B8441	PEKT02000002:1,180,572..1,181,006(-)	Mitochondrial import receptor subunit Tom22 | domain-containing protein	15978	Not Assigned	PF04281	144	409	0	Mitochondrial import receptor subunit Tom22	cd22884	N/A	N/A	N/A	PTHR12504	N/A	N/A	TOM22	N/A	N/A	N/A	MITOCHONDRIAL IMPORT RECEPTOR SUBUNIT TOM22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-, IPR005683	TOM22	GO:0005741;GO:0005741;GO:0005741;GO:0005742;GO:0005742	mitochondrial outer membrane;mitochondrial outer membrane;mitochondrial outer membrane;mitochondrial outer membrane translocase complex;mitochondrial outer membrane translocase complex	GO:0008320;GO:0008320	protein transmembrane transporter activity;protein transmembrane transporter activity	GO:0006886;GO:0030150;GO:0030150;GO:0045040;GO:0045040	intracellular protein transport;protein import into mitochondrial matrix;protein import into mitochondrial matrix;protein insertion into mitochondrial outer membrane;protein insertion into mitochondrial outer membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001038	B9J08_001038-t37_1	Candida auris strain B8441	PEKT02000002:1,181,182..1,183,704(-)	N1221-like protein | Domain of unknown function (DUF3402) | domain-containing protein	97439	Not Assigned	PF07923, PF11882	840	465	0	N1221-like protein	N/A	N/A	N/A	N/A	PTHR13239	N/A	N/A	N/A	N/A	N/A	N/A	PROTEIN REQUIRED FOR HYPHAL ANASTOMOSIS  HAM-2	N/A	N/A	N/A	N/A	N/A	N/A	SM01292, SM01293	N1221_2	N/A	N/A	IPR012486, IPR021819, IPR040185	PROTEIN REQUIRED FOR HYPHAL ANASTOMOSIS  HAM-2	GO:0005829;GO:0005783;GO:0005783;GO:0090443;GO:0090443;GO:0000138;GO:0000138;GO:0005635;GO:0005635;GO:0071957;GO:0071957	cytosol;endoplasmic reticulum;endoplasmic reticulum;FAR/SIN/STRIPAK complex;FAR/SIN/STRIPAK complex;Golgi trans cisterna;Golgi trans cisterna;nuclear envelope;nuclear envelope;old mitotic spindle pole body;old mitotic spindle pole body	N/A	N/A	GO:0007010;GO:0031573;GO:0031573;GO:0031030;GO:0031030;GO:0061509;GO:0061509;GO:0016239;GO:0016239;GO:0000321;GO:0000321	cytoskeleton organization;mitotic intra-S DNA damage checkpoint signaling;mitotic intra-S DNA damage checkpoint signaling;negative regulation of septation initiation signaling;negative regulation of septation initiation signaling;obsolete asymmetric protein localization to old mitotic spindle pole b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001039	B9J08_001039-t37_1	Candida auris strain B8441	PEKT02000002:1,185,630..1,187,384(+)	TIGR01456 family HAD hydrolase	65377	Not Assigned	PF13242, PF13344	584	812	1	Haloacid dehalogenase-like hydrolase	N/A	G3DSA:3.40.50.1000	N/A	TIGR01456, TIGR01460	PTHR14269	N/A	N/A	N/A	-	N/A	TIGR01456 family HAD-type hydrolase	CDP-DIACYLGLYCEROL--GLYCEROL-3-PHOSPHATE 3-PHOSPHATIDYLTRANSFERASE-RELATED	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF56784	HAD-like	-, IPR006353, IPR006357, IPR023214, IPR036412, IPR050324	TIGR01456 family HAD-type hydrolase	GO:0005739	mitochondrion	GO:0016787;GO:0016787;GO:0016787	hydrolase activity;hydrolase activity;hydrolase activity	GO:0046474;GO:0008152;GO:0008152	glycerophospholipid biosynthetic process;metabolic process;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001040	B9J08_001040-t37_1	Candida auris strain B8441	PEKT02000002:1,187,527..1,188,309(+)	Kinetochore protein Sos7 | domain-containing protein	29537	Not Assigned	PF20882	260	5	0	Kinetochore protein Sos7	N/A	N/A	N/A	N/A	PTHR37329	N/A	N/A	N/A	N/A	N/A	N/A	KINETOCHORE PROTEIN SOS7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR037475, IPR048781	KINETOCHORE PROTEIN SOS7	GO:0000776	kinetochore	N/A	N/A	GO:0051315;GO:0034501	attachment of mitotic spindle microtubules to kinetochore;protein localization to kinetochore	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001041	B9J08_001041-t37_1	Candida auris strain B8441	PEKT02000002:1,188,873..1,189,754(+)	Peroxisomal biogenesis factor 11 (PEX11) | domain-containing protein	34627	Not Assigned	PF05648	293	23	0	Peroxisomal biogenesis factor 11 (PEX11)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR008733	Peroxisomal biogenesis factor 11 (PEX11)	GO:0005778;GO:0005778;GO:0005778	peroxisomal membrane;peroxisomal membrane;peroxisomal membrane	N/A	N/A	GO:0016559;GO:0016559;GO:0016559	peroxisome fission;peroxisome fission;peroxisome fission	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001042	B9J08_001042-t37_1	Candida auris strain B8441	PEKT02000002:1,190,275..1,192,461(+)	Retrograde transport protein Dsl1 C terminal | domain-containing protein	82655	Not Assigned	PF11989	728	454	0	Retrograde transport protein Dsl1 C terminal	N/A	G3DSA:1.10.357.150	N/A	N/A	N/A	N/A	N/A	N/A	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR021876, IPR046362	Retrograde transport protein Dsl1 C terminal	GO:0070939;GO:0070939;GO:0005783;GO:0005783;GO:0005634;GO:0005634;GO:0005777;GO:0005777	Dsl1/NZR complex;Dsl1/NZR complex;endoplasmic reticulum;endoplasmic reticulum;nucleus;nucleus;peroxisome;peroxisome	N/A	N/A	GO:0032581;GO:0032581;GO:0006890;GO:0006890	ER-dependent peroxisome organization;ER-dependent peroxisome organization;retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum;retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001043	B9J08_001043-t37_1	Candida auris strain B8441	PEKT02000002:1,193,767..1,194,725(+)	TB2/DP1, HVA22 family | domain-containing protein	33041	Not Assigned	PF03134	302	1472	1	TB2/DP1, HVA22 family	N/A	N/A	N/A	N/A	PTHR12300	N/A	N/A	N/A	N/A	N/A	N/A	HVA22-LIKE PROTEINS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR004345	TB2/DP1, HVA22 family	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001044	B9J08_001044-t37_1	Candida auris strain B8441	PEKT02000002:1,194,848..1,195,714(-)	Ribosomal protein L23 | domain-containing protein	33727	Not Assigned	PF00276	288	414	0	Ribosomal protein L23	N/A	G3DSA:3.30.70.330	N/A	N/A	PTHR12059	N/A	N/A	N/A	-	N/A	N/A	RIBOSOMAL PROTEIN L23-RELATED	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF54189	Ribosomal proteins S24e, L23 and L15e	IPR012677, IPR012678, IPR013025	Ribosomal proteins S24e, L23 and L15e	GO:0005762;GO:0005762;GO:0005762;GO:0005840	mitochondrial large ribosomal subunit;mitochondrial large ribosomal subunit;mitochondrial large ribosomal subunit;ribosome	GO:0003735;GO:0003735;GO:0003735	structural constituent of ribosome;structural constituent of ribosome;structural constituent of ribosome	GO:0032543;GO:0032543;GO:0032543;GO:0006412	mitochondrial translation;mitochondrial translation;mitochondrial translation;translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001045	B9J08_001045-t37_1	Candida auris strain B8441	PEKT02000002:1,195,963..1,199,670(+)	DNA-directed RNA polymerase II subunit RPB2	140041	Not Assigned	PF00562, PF04560, PF04561, PF04563, PF04565, PF04566, PF04567	1235	2368	2	RNA polymerase Rpb2, domain 7	cd00653	G3DSA:2.40.270.10, G3DSA:2.40.50.150, G3DSA:3.90.1070.20, G3DSA:3.90.1100.10, G3DSA:3.90.1110.10, G3DSA:3.90.1800.10	N/A	NF007175	PTHR20856	N/A	N/A	RNA_pol_B_RPB2	RNA polymerase Rpb2, domain 2	N/A	DNA-directed RNA polymerase subunit B''	DNA-DIRECTED RNA POLYMERASE I SUBUNIT 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF64484	beta and beta-prime subunits of DNA dependent RNA-polymerase	-, IPR007120, IPR007641, IPR007642, IPR007644, IPR007645, IPR007646, IPR007647, IPR014724, IPR015712, IPR037033, IPR037034	RNA polymerase Rpb2, domain 7	GO:0010494;GO:0010494;GO:0005665;GO:0005665	cytoplasmic stress granule;cytoplasmic stress granule;RNA polymerase II, core complex;RNA polymerase II, core complex	GO:0003677;GO:0003677;GO:0003677;GO:0003899;GO:0003899;GO:0003899;GO:0046872;GO:0001055;GO:0001055;GO:0032549;GO:0003723;GO:0003723;GO:0003968;GO:0003968	DNA binding;DNA binding;DNA binding;DNA-directed RNA polymerase activity;DNA-directed RNA polymerase activity;DNA-directed RNA polymerase activity;metal ion binding;obsolete RNA polymerase II activity;obsolete RNA polymerase II activity;ribonucleoside binding;RNA binding;RNA binding;RNA-directed RNA	GO:0006351;GO:0031048;GO:0031048;GO:0006366;GO:0006366	DNA-templated transcription;regulatory ncRNA-mediated heterochromatin formation;regulatory ncRNA-mediated heterochromatin formation;transcription by RNA polymerase II;transcription by RNA polymerase II	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.6 (DNA-directed RNA polymerase)	N/A
B9J08_001046	B9J08_001046-t37_1	Candida auris strain B8441	PEKT02000002:1,199,844..1,200,368(-)	ribosomal protein L13	19754	Not Assigned	PF00572	174	545	0	Ribosomal protein L13	cd00392	G3DSA:3.90.1180.10	MF_01366	TIGR01066	PTHR11545	N/A	N/A	Ribosomal_L13	Ribosomal protein L13	Large ribosomal subunit protein uL13 [rplM].	50S ribosomal protein L13	RIBOSOMAL PROTEIN L13	N/A	N/A	PIRSF002181	RPL13p_RPL13Aa_RPL16e_RPL13o	N/A	N/A	N/A	N/A	SSF52161	Ribosomal protein L13	-, IPR005822, IPR005823, IPR036899	RPL13p_RPL13Aa_RPL16e_RPL13o	GO:0000324;GO:0000324;GO:0000324;GO:0005762;GO:0005762;GO:0005762;GO:0005762;GO:0005840	fungal-type vacuole;fungal-type vacuole;fungal-type vacuole;mitochondrial large ribosomal subunit;mitochondrial large ribosomal subunit;mitochondrial large ribosomal subunit;mitochondrial large ribosomal subunit;ribosome	GO:0003729;GO:0003735;GO:0003735;GO:0003735	mRNA binding;structural constituent of ribosome;structural constituent of ribosome;structural constituent of ribosome	GO:0017148;GO:0006412;GO:0006412;GO:0006412	negative regulation of translation;translation;translation;translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001047	B9J08_001047-t37_1	Candida auris strain B8441	PEKT02000002:1,200,577..1,201,098(+)	DNA-directed RNA polymerase II subunit rpb7	19124	Not Assigned	PF00575, PF03876	173	1286	1	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397	cd04329, cd04462	G3DSA:2.40.50.140, G3DSA:3.30.1490.120	N/A	N/A	PTHR12709	N/A	N/A	S1_RNAPII_Rpb7	-	N/A	N/A	DNA-DIRECTED RNA POLYMERASE II, III	N/A	N/A	N/A	N/A	PS50126	S1 domain profile.	N/A	N/A	SSF50249, SSF88798	Nucleic acid-binding proteins	-, IPR003029, IPR005576, IPR012340, IPR036898, IPR045113	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397	GO:0005737;GO:0005737;GO:0005634;GO:0005634;GO:0000932;GO:0000932;GO:0000932;GO:0005665;GO:0005665;GO:0005665	cytoplasm;cytoplasm;nucleus;nucleus;P-body;P-body;P-body;RNA polymerase II, core complex;RNA polymerase II, core complex;RNA polymerase II, core complex	GO:0003899;GO:0003899;GO:0003899;GO:0003676;GO:0003968;GO:0003968;GO:0003697;GO:0003697;GO:0003697;GO:0003727;GO:0003727;GO:0003727;GO:0031369;GO:0031369;GO:0031369	DNA-directed RNA polymerase activity;DNA-directed RNA polymerase activity;DNA-directed RNA polymerase activity;nucleic acid binding;RNA-directed RNA polymerase activity;RNA-directed RNA polymerase activity;single-stranded DNA binding;single-stranded DNA binding;single-stranded DNA binding;single-str	GO:0006351;GO:0006352;GO:0000291;GO:0000291;GO:0000291;GO:0060213;GO:0060213;GO:0060213;GO:0045948;GO:0045948;GO:0045948;GO:0010590;GO:0010590;GO:0006366;GO:0006366;GO:0006367;GO:0006367;GO:0006367	DNA-templated transcription;DNA-templated transcription initiation;obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic;obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic;obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic;positive regulation of nuclea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.6 (DNA-directed RNA polymerase)
B9J08_001048	B9J08_001048-t37_1	Candida auris strain B8441	PEKT02000002:1,201,257..1,205,336(-)	MIZ/SP-RING zinc finger | PINIT domain | SAP domain | domain-containing protein	147942	Not Assigned	PF02037, PF02891, PF14324	1359	1401	0	SAP domain	cd16650	G3DSA:1.10.720.30, G3DSA:2.60.120.780, G3DSA:3.30.40.10	N/A	N/A	PTHR10782	N/A	N/A	SP-RING_PIAS-like	Zinc/RING finger domain, C3HC4 (zinc finger)	N/A	N/A	ZINC FINGER MIZ DOMAIN-CONTAINING PROTEIN	N/A	N/A	N/A	N/A	PS50800, PS51044, PS51466	Zinc finger SP-RING-type profile.	SM00513	sap_9	SSF68906	SAP domain	-, IPR003034, IPR004181, IPR013083, IPR023321, IPR036361, IPR038654	Zinc/RING finger domain, C3HC4 (zinc finger)	GO:0000785;GO:0005634;GO:0005940;GO:0005940	chromatin;nucleus;septin ring;septin ring	GO:0003676;GO:0003676;GO:0061665;GO:0019789;GO:0019789;GO:0016740;GO:0008270;GO:0008270;GO:0008270	nucleic acid binding;nucleic acid binding;SUMO ligase activity;SUMO transferase activity;SUMO transferase activity;transferase activity;zinc ion binding;zinc ion binding;zinc ion binding	GO:0007059;GO:0007059;GO:1990683;GO:1990683;GO:0031397;GO:0031397;GO:0016925;GO:0016925;GO:0016925;GO:0016925	chromosome segregation;chromosome segregation;DNA double-strand break attachment to nuclear envelope;DNA double-strand break attachment to nuclear envelope;negative regulation of protein ubiquitination;negative regulation of protein ubiquitination;protein sumoylation;protein sumoylation;protein sumo	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.2.27 (RING-type E3 ubiquitin transferase)
B9J08_001049	B9J08_001049-t37_1	Candida auris strain B8441	PEKT02000002:1,205,862..1,207,733(-)	arginine-tRNA ligase, cytoplasmic	71134	Not Assigned	PF00750, PF03485, PF05746	623	1089	0	tRNA synthetases class I (R), catalytic domain	cd00671, cd07956	G3DSA:1.10.730.10, G3DSA:3.30.1360.70, G3DSA:3.40.50.620	MF_00123	TIGR00456	PTHR11956	PR01038	N/A	ArgRS_core	HUPs	Arginine--tRNA ligase [argS].	arginine--tRNA ligase	ARGINYL-TRNA SYNTHETASE	Arginyl-tRNA synthetase signature	N/A	N/A	N/A	N/A	N/A	SM00836, SM01016	dalr_1_4	SSF47323, SSF52374, SSF55190	Nucleotidylyl transferase	-, IPR001278, IPR005148, IPR008909, IPR009080, IPR014729, IPR035684, IPR036695	tRNA synthetases class I (R), catalytic domain	GO:0005737;GO:0005737;GO:0005737;GO:0005739	cytoplasm;cytoplasm;cytoplasm;mitochondrion	GO:0004812;GO:0004814;GO:0004814;GO:0004814;GO:0005524;GO:0005524;GO:0005524;GO:0000166	aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;arginine-tRNA ligase activity;arginine-tRNA ligase activity;ATP binding;ATP binding;ATP binding;nucleotide binding	GO:0006420;GO:0006420;GO:0006420;GO:0032543;GO:0006418	arginyl-tRNA aminoacylation;arginyl-tRNA aminoacylation;arginyl-tRNA aminoacylation;mitochondrial translation;tRNA aminoacylation for protein translation	N/A	N/A	N/A	N/A	N/A	N/A	6.1.1.19 (arginine--tRNA ligase)	N/A
B9J08_001050	B9J08_001050-t37_1	Candida auris strain B8441	PEKT02000002:1,208,288..1,208,845(-)	hypothetical protein	21110	Not Assigned	N/A	185	4	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001051	B9J08_001051-t37_1	Candida auris strain B8441	PEKT02000002:1,210,122..1,211,996(+)	UBA/TS-N domain | domain-containing protein	70972	Not Assigned	PF00627	624	31	0	UBA/TS-N domain	cd14270	G3DSA:1.10.8.10	N/A	N/A	PTHR39597	N/A	N/A	UBA	-	N/A	N/A	UBA DOMAIN-CONTAINING PROTEIN RUP1	N/A	N/A	N/A	N/A	PS50030	Ubiquitin-associated domain (UBA) profile.	SM00165	uba_6	SSF46934	UBA-like	-, IPR009060, IPR015940, IPR055335	Ubiquitin-associated domain (UBA) profile.	GO:0005829;GO:0005634	cytosol;nucleus	GO:0005515	protein binding	GO:1902499;GO:1902499;GO:0016579;GO:0016579;GO:0016579	positive regulation of protein autoubiquitination;positive regulation of protein autoubiquitination;protein deubiquitination;protein deubiquitination;protein deubiquitination	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001052	B9J08_001052-t37_1	Candida auris strain B8441	PEKT02000002:1,213,327..1,215,327(+)	hypothetical protein	76165	Not Assigned	N/A	666	15	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001053	B9J08_001053-t37_1	Candida auris strain B8441	PEKT02000002:1,216,057..1,217,379(-)	hypothetical protein	49138	Not Assigned	N/A	440	3	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001054	B9J08_001054-t37_1	Candida auris strain B8441	PEKT02000002:1,220,791..1,221,162(-)	hypothetical protein	12931	Not Assigned	N/A	123	18	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001055	B9J08_001055-t37_1	Candida auris strain B8441	PEKT02000002:1,228,987..1,229,104(+)	5S ribosomal RNA	N/A	Not Assigned	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001056	B9J08_001056-t37_1	Candida auris strain B8441	PEKT02000002:1,237,533..1,237,650(+)	5S ribosomal RNA	N/A	Not Assigned	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001057	B9J08_001057-t37_1	Candida auris strain B8441	PEKT02000002:1,246,078..1,246,195(+)	5S ribosomal RNA	N/A	Not Assigned	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
