Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes,GO component count,GO function count,GO process count,Total computed GO count
B9J08_003478,B9J08_003478-t37_1,hypothetical protein,GO:0005885;GO:0030479;GO:0015629,Arp2/3 protein complex;actin cortical patch;actin cytoskeleton,GO:0003779;GO:0051015;GO:0060090,actin binding;actin filament binding;molecular adaptor activity,GO:0034314;GO:0044396;GO:0030041;GO:0030833,Arp2/3 complex-mediated actin nucleation;actin cortical patch organization;actin filament polymerization;regulation of actin filament polymerization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,3,4,10
B9J08_003498,B9J08_003498-t37_1,hypothetical protein,GO:0005737;GO:0005829;GO:0005730,cytoplasm;cytosol;nucleolus,GO:0001671;GO:0003676;GO:0008270,ATPase activator activity;nucleic acid binding;zinc ion binding,GO:0006897;GO:0006364;GO:0042273;GO:0000055,endocytosis;rRNA processing;ribosomal large subunit biogenesis;ribosomal large subunit export from nucleus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,3,4,10
B9J08_000103,B9J08_000103-t37_1,hypothetical protein,GO:0005737;GO:0010494;GO:0005829;GO:0005634,cytoplasm;cytoplasmic stress granule;cytosol;nucleus,GO:0005524;GO:0004672;GO:0004674,ATP binding;protein kinase activity;protein serine/threonine kinase activity,GO:0000462;GO:0046830;GO:0006468,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);positive regulation of RNA import into nucleus;protein phosphorylation",N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.1 (Non-specific serine/threonine protein kinase),2.7.11.1 (Non-specific serine/threonine protein kinase),,,,,,,4,3,3,10
B9J08_000323,B9J08_000323-t37_1,hypothetical protein,GO:0005634;GO:0000502;GO:0008540;GO:0034515,"nucleus;proteasome complex;proteasome regulatory particle, base subcomplex;proteasome storage granule",GO:0004175;GO:0030234;GO:0031625,endopeptidase activity;enzyme regulator activity;ubiquitin protein ligase binding,GO:0043248;GO:0042176;GO:0006511,proteasome assembly;regulation of protein catabolic process;ubiquitin-dependent protein catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4.25.1 (Proteasome endopeptidase complex),,,,,,,4,3,3,10
B9J08_001033,B9J08_001033-t37_1,hypothetical protein,GO:0016021;GO:0031307;GO:0005742;GO:0005739,integral component of membrane;integral component of mitochondrial outer membrane;mitochondrial outer membrane translocase complex;mitochondrion,GO:0030943;GO:0005515;GO:0008320,mitochondrion targeting sequence binding;protein binding;protein transmembrane transporter activity,GO:0030150;GO:0045039;GO:0006626,protein import into mitochondrial matrix;protein insertion into mitochondrial inner membrane;protein targeting to mitochondrion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.3.16 (Protein-serine/threonine phosphatase),,,,,,,4,3,3,10
B9J08_001808,B9J08_001808-t37_1,hypothetical protein,GO:0005829;GO:0005768;GO:0030904;GO:0030905,"cytosol;endosome;retromer complex;retromer, tubulation complex",GO:0140312;GO:0035091;GO:0032266,cargo adaptor activity;phosphatidylinositol binding;phosphatidylinositol-3-phosphate binding,GO:0007154;GO:0045053;GO:0042147,"cell communication;protein retention in Golgi apparatus;retrograde transport, endosome to Golgi",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,4,3,3,10
B9J08_003458,B9J08_003458-t37_1,hypothetical protein,GO:0005779;GO:1990429;GO:0005778;GO:0005777,integral component of peroxisomal membrane;peroxisomal importomer complex;peroxisomal membrane;peroxisome,GO:0046872;GO:0061630;GO:0008270,metal ion binding;ubiquitin protein ligase activity;zinc ion binding,GO:0016558;GO:0000209;GO:0016567,protein import into peroxisome matrix;protein polyubiquitination;protein ubiquitination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,4,3,3,10
B9J08_004206,B9J08_004206-t37_1,hypothetical protein,GO:0005783;GO:0000324;GO:0030176;GO:0016021,endoplasmic reticulum;fungal-type vacuole;integral component of endoplasmic reticulum membrane;integral component of membrane,GO:0005509;GO:0005515;GO:0051082,calcium ion binding;protein binding;unfolded protein binding,GO:0006915;GO:0006457;GO:0030433,apoptotic process;protein folding;ubiquitin-dependent ERAD pathway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,4,3,3,10
B9J08_004797,B9J08_004797-t37_1,hypothetical protein,GO:0000324;GO:0016021;GO:0016020;GO:0005886,fungal-type vacuole;integral component of membrane;membrane;plasma membrane,GO:0005353;GO:0005355;GO:0022857,fructose transmembrane transporter activity;glucose transmembrane transporter activity;transmembrane transporter activity,GO:1990539;GO:0098708;GO:0055085,fructose import across plasma membrane;glucose import across plasma membrane;transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+))),,,,,,,4,3,3,10
B9J08_002688,B9J08_002688-t37_1,hypothetical protein,GO:0005737;GO:0005829;GO:0005576;GO:0009326;GO:0005622,cytoplasm;cytosol;extracellular region;formate dehydrogenase complex;intracellular anatomical structure,GO:0051287;GO:0008863;GO:0016616,"NAD binding;formate dehydrogenase (NAD+) activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",GO:0042183;GO:0055114,formate catabolic process;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,1.17.1.9 (Formate dehydrogenase),1.17.1.9 (Formate dehydrogenase);1.2.1.2 (Transferred entry: 1.17.1.9),,,,,,,5,3,2,10
B9J08_005304,B9J08_005304-t37_1,hypothetical protein,GO:0005783;GO:0005789;GO:0016021;GO:0005635;GO:0008250,endoplasmic reticulum;endoplasmic reticulum membrane;integral component of membrane;nuclear envelope;oligosaccharyltransferase complex,GO:0004579;GO:0016757;GO:0004576,dolichyl-diphosphooligosaccharide-protein glycotransferase activity;glycosyltransferase activity;oligosaccharyl transferase activity,GO:0006487;GO:0018279,protein N-linked glycosylation;protein N-linked glycosylation via asparagine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.4.1.119 (Transferred entry: 2.4.99.18);2.4.99.18 (Dolichyl-diphosphooligosaccharide--protein glycotransferase),,,,,,,5,3,2,10
B9J08_004445,B9J08_004445-t37_1,hypothetical protein,GO:0005634,nucleus,GO:0003904;GO:0003729,deoxyribodipyrimidine photo-lyase activity;mRNA binding,GO:0071492;GO:0071483;GO:0070791;GO:0070797;GO:0000122;GO:0000719;GO:0018298,cellular response to UV-A;cellular response to blue light;cleistothecium development;negative regulation of cleistothecium development;negative regulation of transcription by RNA polymerase II;photoreactive repair;protein-chromophore linkage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.1.99.3 (Deoxyribodipyrimidine photo-lyase),,,,,,,1,2,7,10
B9J08_000542,B9J08_000542-t37_1,hypothetical protein,GO:0005737;GO:0005634,cytoplasm;nucleus,GO:0016791;GO:0004725,phosphatase activity;protein tyrosine phosphatase activity,GO:0051220;GO:0016311;GO:0000188;GO:0035335;GO:0006470;GO:0043937,cytoplasmic sequestering of protein;dephosphorylation;obsolete inactivation of MAPK activity;peptidyl-tyrosine dephosphorylation;protein dephosphorylation;regulation of sporulation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.3.48 (Protein-tyrosine-phosphatase),,,,,,,2,2,6,10
B9J08_000868,B9J08_000868-t37_1,hypothetical protein,GO:0005737;GO:0034044,cytoplasm;exomer complex,GO:0046983;GO:0031267,protein dimerization activity;small GTPase binding,GO:0006893;GO:0030476;GO:0006039;GO:0000282;GO:0000747;GO:0006355,"Golgi to plasma membrane transport;ascospore wall assembly;cell wall chitin catabolic process;cellular bud site selection;conjugation with cellular fusion;regulation of transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,2,6,10
B9J08_000875,B9J08_000875-t37_1,hypothetical protein,GO:0071595;GO:0016021,Nem1-Spo7 phosphatase complex;integral component of membrane,GO:0004721;GO:0019888,phosphoprotein phosphatase activity;protein phosphatase regulator activity,GO:0071072;GO:0006998;GO:1903740;GO:0006470;GO:0071071;GO:0061709,negative regulation of phospholipid biosynthetic process;nuclear envelope organization;positive regulation of phosphatidate phosphatase activity;protein dephosphorylation;regulation of phospholipid biosynthetic process;reticulophagy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,2,6,10
B9J08_001400,B9J08_001400-t37_1,hypothetical protein,GO:0005634;GO:0005674,nucleus;transcription factor TFIIF complex,GO:0003677;GO:0072542,DNA binding;protein phosphatase activator activity,GO:0070940;GO:0032968;GO:0080163;GO:0006368;GO:0006367;GO:0001174,dephosphorylation of RNA polymerase II C-terminal domain;positive regulation of transcription elongation from RNA polymerase II promoter;regulation of protein serine/threonine phosphatase activity;transcription elongation from RNA polymerase II promoter;transcription initiation from RNA polymerase I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,2,6,10
B9J08_001779,B9J08_001779-t37_1,hypothetical protein,GO:0010494;GO:0005844,cytoplasmic stress granule;polysome,GO:0043621;GO:0044877,protein self-association;protein-containing complex binding,GO:0043007;GO:1904262;GO:1900365;GO:0045727;GO:1901524;GO:0034063,maintenance of rDNA;negative regulation of TORC1 signaling;positive regulation of mRNA polyadenylation;positive regulation of translation;regulation of mitophagy;stress granule assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,2,6,10
B9J08_002160,B9J08_002160-t37_1,hypothetical protein,GO:1990861;GO:0005737,Ubp3-Bre5 deubiquitination complex;cytoplasm,GO:0003729;GO:0004843,mRNA binding;thiol-dependent deubiquitinase,GO:0071629;GO:0016579;GO:0060628;GO:0047484;GO:0034517;GO:0006511,cytoplasm protein quality control by the ubiquitin-proteasome system;protein deubiquitination;regulation of ER to Golgi vesicle-mediated transport;regulation of response to osmotic stress;ribophagy;ubiquitin-dependent protein catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,3.4.19.12 (Ubiquitinyl hydrolase 1),3.1.2.15 (Deleted entry);3.4.19.12 (Ubiquitinyl hydrolase 1),,,,,,,2,2,6,10
B9J08_002196,B9J08_002196-t37_1,hypothetical protein,GO:0033255;GO:0005634,SAS acetyltransferase complex;nucleus,GO:0016407;GO:0004402,acetyltransferase activity;histone acetyltransferase activity,GO:0006348;GO:0043966;GO:0016573;GO:0043486;GO:0006355;GO:0030466,"chromatin silencing at telomere;histone H3 acetylation;histone acetylation;histone exchange;regulation of transcription, DNA-templated;silent mating-type cassette heterochromatin assembly",N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.48 (Histone acetyltransferase),2.3.1.48 (Histone acetyltransferase),,,,,,,2,2,6,10
B9J08_002644,B9J08_002644-t37_1,hypothetical protein,GO:0005737;GO:0002144,cytoplasm;cytosolic tRNA wobble base thiouridylase complex,GO:0016779;GO:0000049,nucleotidyltransferase activity;tRNA binding,GO:0001403;GO:0032447;GO:0007124;GO:0034227;GO:0002143;GO:0002098,invasive growth in response to glucose limitation;protein urmylation;pseudohyphal growth;tRNA thio-modification;tRNA wobble position uridine thiolation;tRNA wobble uridine modification,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,2,6,10
B9J08_002979,B9J08_002979-t37_1,hypothetical protein,GO:0031261;GO:0005634,DNA replication preinitiation complex;nucleus,GO:0003688;GO:0003697,DNA replication origin binding;single-stranded DNA binding,GO:0006270;GO:0071163;GO:0007049;GO:0000727;GO:0033314;GO:0031333,DNA replication initiation;DNA replication preinitiation complex assembly;cell cycle;double-strand break repair via break-induced replication;mitotic DNA replication checkpoint signaling;negative regulation of protein-containing complex assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,2,6,10
B9J08_003019,B9J08_003019-t37_1,hypothetical protein,GO:0016021;GO:0005811,integral component of membrane;lipid droplet,GO:0071618;GO:0004806,lysophosphatidylethanolamine acyltransferase activity;triglyceride lipase activity,GO:0007114;GO:0044255;GO:0016042;GO:0006629;GO:0019433;GO:0006642,cell budding;cellular lipid metabolic process;lipid catabolic process;lipid metabolic process;triglyceride catabolic process;triglyceride mobilization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.3 (Triacylglycerol lipase),,,,,,,2,2,6,10
B9J08_003460,B9J08_003460-t37_1,hypothetical protein,GO:0016514;GO:0005634,SWI/SNF complex;nucleus,GO:0003677;GO:0015616,DNA binding;DNA translocase activity,GO:0043044;GO:0006261;GO:0000436;GO:0031496;GO:0045944;GO:0061412,ATP-dependent chromatin remodeling;DNA-dependent DNA replication;carbon catabolite activation of transcription from RNA polymerase II promoter;positive regulation of mating type switching;positive regulation of transcription by RNA polymerase II;positive regulation of transcription from RNA polymera,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,2,6,10
B9J08_004684,B9J08_004684-t37_1,hypothetical protein,GO:0032221;GO:0000118,Rpd3S/Clr6-CII complex;histone deacetylase complex,GO:0046872;GO:0008270,metal ion binding;zinc ion binding,GO:0016575;GO:0060195;GO:0045944;GO:0030174;GO:0006368;GO:0061587,histone deacetylation;negative regulation of antisense RNA transcription;positive regulation of transcription by RNA polymerase II;regulation of DNA-dependent DNA replication initiation;transcription elongation from RNA polymerase II promoter;transfer RNA gene-mediated silencing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,2,6,10
B9J08_000053,B9J08_000053-t37_1,hypothetical protein,GO:0016021;GO:0031307;GO:0005742,integral component of membrane;integral component of mitochondrial outer membrane;mitochondrial outer membrane translocase complex,GO:0030943;GO:0008320,mitochondrion targeting sequence binding;protein transmembrane transporter activity,GO:0006886;GO:0070096;GO:0030150;GO:0006605;GO:0016031,intracellular protein transport;mitochondrial outer membrane translocase complex assembly;protein import into mitochondrial matrix;protein targeting;tRNA import into mitochondrion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,2,5,10
B9J08_000314,B9J08_000314-t37_1,hypothetical protein,GO:0005768;GO:0019898;GO:0000407,endosome;extrinsic component of membrane;phagophore assembly site,GO:0035091;GO:0032266,phosphatidylinositol binding;phosphatidylinositol-3-phosphate binding,GO:0000422;GO:0007154;GO:0032258;GO:0034498;GO:0016236,autophagy of mitochondrion;cell communication;cytoplasm to vacuole transport by the Cvt pathway;early endosome to Golgi transport;macroautophagy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,2,5,10
B9J08_000768,B9J08_000768-t37_1,hypothetical protein,GO:0071595;GO:0016021;GO:0005811,Nem1-Spo7 phosphatase complex;integral component of membrane;lipid droplet,GO:0016791;GO:0004721,phosphatase activity;phosphoprotein phosphatase activity,GO:0071072;GO:0006998;GO:1903740;GO:0006470;GO:0071071,negative regulation of phospholipid biosynthetic process;nuclear envelope organization;positive regulation of phosphatidate phosphatase activity;protein dephosphorylation;regulation of phospholipid biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.3.- (Phosphoric monoester hydrolases.);3.1.3.16 (Protein-serine/threonine phosphatase),,,,,,,3,2,5,10
B9J08_001793,B9J08_001793-t37_1,hypothetical protein,GO:0005783;GO:0005789;GO:0016021,endoplasmic reticulum;endoplasmic reticulum membrane;integral component of membrane,GO:0042281;GO:0016758,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;hexosyltransferase activity",GO:0009060;GO:0006488;GO:0006490;GO:0006487;GO:0006486,aerobic respiration;dolichol-linked oligosaccharide biosynthetic process;oligosaccharide-lipid intermediate biosynthetic process;protein N-linked glycosylation;protein glycosylation,N/A,N/A,N/A,N/A,N/A,N/A,"2.4.1.- (Hexosyltransferases.);2.4.1.267 (Dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase)","2.4.1.- (Hexosyltransferases.);2.4.1.267 (Dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase)",,,,,,,3,2,5,10
B9J08_002025,B9J08_002025-t37_1,hypothetical protein,GO:0031389;GO:0042025;GO:0005634,Rad17 RFC-like complex;host cell nucleus;nucleus,GO:0005524;GO:0003689,ATP binding;DNA clamp loader activity,GO:0000077;GO:0006281;GO:0007049;GO:0006289;GO:0007131,DNA damage checkpoint signaling;DNA repair;cell cycle;nucleotide-excision repair;reciprocal meiotic recombination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,2,5,10
B9J08_002135,B9J08_002135-t37_1,hypothetical protein,GO:0034388;GO:0005730;GO:0032040,Pwp2p-containing subcomplex of 90S preribosome;nucleolus;small-subunit processome,GO:0034511;GO:0005515,U3 snoRNA binding;protein binding,GO:0000480;GO:0000447;GO:0000472;GO:0000462;GO:0006364,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);endonucleolytic cleavage to generate mature 5'-end of",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.7 ([Myosin heavy-chain] kinase),,,,,,,3,2,5,10
B9J08_002932,B9J08_002932-t37_1,hypothetical protein,GO:0000307;GO:0000131;GO:0005634,cyclin-dependent protein kinase holoenzyme complex;incipient cellular bud site;nucleus,GO:0016538;GO:0019901,cyclin-dependent protein serine/threonine kinase regulator activity;protein kinase binding,GO:0016239;GO:0051726;GO:0000079;GO:0032878;GO:0031106,positive regulation of macroautophagy;regulation of cell cycle;regulation of cyclin-dependent protein serine/threonine kinase activity;regulation of establishment or maintenance of cell polarity;septin ring organization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,2,5,10
B9J08_003457,B9J08_003457-t37_1,hypothetical protein,GO:0005739;GO:0005634;GO:0005657,mitochondrion;nucleus;replication fork,GO:0003887;GO:0003684,DNA-directed DNA polymerase activity;damaged DNA binding,GO:0006281;GO:0007059;GO:0070987;GO:0042276;GO:0007064,DNA repair;chromosome segregation;error-free translesion synthesis;error-prone translesion synthesis;mitotic sister chromatid cohesion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.7 (DNA-directed DNA polymerase),,,,,,,3,2,5,10
B9J08_004232,B9J08_004232-t37_1,hypothetical protein,GO:0005737;GO:0034399;GO:0005634,cytoplasm;nuclear periphery;nucleus,GO:0061608;GO:0008139,nuclear import signal receptor activity;nuclear localization sequence binding,GO:0006406;GO:0006606;GO:0010389;GO:0007088;GO:0060188,mRNA export from nucleus;protein import into nucleus;regulation of G2/M transition of mitotic cell cycle;regulation of mitotic nuclear division;regulation of protein desumoylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1.5.1.7 (Saccharopine dehydrogenase (NAD(+), L-lysine-forming));3.2.1.35 (Hyaluronoglucosaminidase)",,,,,,,3,2,5,10
B9J08_004762,B9J08_004762-t37_1,hypothetical protein,GO:0005968;GO:0005737;GO:0016020,Rab-protein geranylgeranyltransferase complex;cytoplasm;membrane,GO:0005092;GO:0004663,GDP-dissociation inhibitor activity;Rab geranylgeranyltransferase activity,GO:0090630;GO:0006888;GO:0018344;GO:0006612;GO:0007264,activation of GTPase activity;endoplasmic reticulum to Golgi vesicle-mediated transport;protein geranylgeranylation;protein targeting to membrane;small GTPase mediated signal transduction,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,2,5,10
