Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes
B9J08_001296,B9J08_001296-t37_1,fatty acid synthase subunit beta,GO:0005829;GO:0005835;GO:0005811,cytosol;fatty acid synthase complex;lipid droplet,GO:0008659;GO:0019171;GO:0008693;GO:0047451;GO:0004317;GO:0004313;GO:0004314;GO:0003824;GO:0004318;GO:0004319;GO:0016631;GO:0004312;GO:0004321;GO:0016295;GO:0004320;GO:0016296;GO:0016409;GO:0016740,(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity;3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity;3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity;3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity;3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratas,GO:0006633;GO:0042759;GO:0055114,fatty acid biosynthetic process;long-chain fatty acid biosynthetic process;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.9 (Enoyl-[acyl-carrier-protein] reductase (NADH));2.3.1.38 ([Acyl-carrier-protein] S-acetyltransferase);2.3.1.39 ([Acyl-carrier-protein] S-malonyltransferase);2.3.1.86 (Fatty-acyl-CoA synthase system);3.1.2.14 (Oleoyl-[acyl-carrier-protein] hydrolase);4.2.1.59 (3-hydroxyacyl-[acyl-carrier-prot,1.3.1.9 (Enoyl-[acyl-carrier-protein] reductase (NADH));2.3.1.38 ([Acyl-carrier-protein] S-acetyltransferase);2.3.1.39 ([Acyl-carrier-protein] S-malonyltransferase);2.3.1.86 (Fatty-acyl-CoA synthase system);3.1.2.14 (Oleoyl-[acyl-carrier-protein] hydrolase);4.2.1.59 (3-hydroxyacyl-[acyl-carrier-prot,,,,,,
B9J08_001310,B9J08_001310-t37_1,tRNA-OTHER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001311,B9J08_001311-t37_1,cofilin,GO:0030479;GO:0015629;GO:0031097;GO:0110085;GO:0016363,actin cortical patch;actin cytoskeleton;medial cortex;mitotic actomyosin contractile ring;nuclear matrix,GO:0003779;GO:0051015;GO:0003785,actin binding;actin filament binding;actin monomer binding,GO:0043001;GO:0071846;GO:0030042;GO:0007015;GO:0051014;GO:0045010;GO:0006897;GO:1903475;GO:1904530,Golgi to plasma membrane protein transport;actin filament debranching;actin filament depolymerization;actin filament organization;actin filament severing;actin nucleation;endocytosis;mitotic actomyosin contractile ring assembly;negative regulation of actin filament binding,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001315,B9J08_001315-t37_1,allantoicase,N/A,N/A,GO:0004037,allantoicase activity,GO:0000256,allantoin catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,3.5.3.4 (Allantoicase),3.5.3.4 (Allantoicase);4.3.2.3 (Ureidoglycolate lyase),,,,,,
B9J08_001326,B9J08_001326-t37_1,tRNA-Leu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001327,B9J08_001327-t37_1,tRNA-Phe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001330,B9J08_001330-t37_1,dihydropteroate synthase,GO:0005737;GO:0005740,cytoplasm;mitochondrial envelope,GO:0003848;GO:0005524;GO:0004150;GO:0004156;GO:0016301,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity;ATP binding;dihydroneopterin aldolase activity;dihydropteroate synthase activity;kinase activity,GO:0044237;GO:0046656;GO:0009396;GO:0006760;GO:0042558;GO:0046654,cellular metabolic process;folic acid biosynthetic process;folic acid-containing compound biosynthetic process;folic acid-containing compound metabolic process;pteridine-containing compound metabolic process;tetrahydrofolate biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,2.5.1.15 (Dihydropteroate synthase);2.7.6.3 (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase);4.1.2.25 (Dihydroneopterin aldolase),2.5.1.15 (Dihydropteroate synthase);2.7.6.3 (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase);4.1.2.25 (Dihydroneopterin aldolase),,,,,,
B9J08_001333,B9J08_001333-t37_1,tRNA-Ala,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001334,B9J08_001334-t37_1,tRNA-Val,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001337,B9J08_001337-t37_1,DNA-directed RNA polymerase,GO:0005666;GO:0000790;GO:0005634,RNA polymerase III complex;nuclear chromatin;nucleus,GO:0003677;GO:0003899;GO:0001056,DNA binding;DNA-directed 5'-3' RNA polymerase activity;RNA polymerase III activity,GO:0042797;GO:0006384;GO:0006351,"tRNA transcription by RNA polymerase III;transcription initiation from RNA polymerase III promoter;transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.- (Protein-serine/threonine kinases.);2.7.11.23 ([RNA-polymerase]-subunit kinase);2.7.7.6 (DNA-directed RNA polymerase);3.1.3.48 (Protein-tyrosine-phosphatase),,,,,,
B9J08_001338,B9J08_001338-t37_1,26S protease regulatory subunit 7,GO:0005737;GO:0000502;GO:0008540,"cytoplasm;proteasome complex;proteasome regulatory particle, base subcomplex",GO:0005524;GO:0016887;GO:0016787;GO:0017111;GO:0000166;GO:0008233;GO:0036402;GO:0031625,ATP binding;ATP hydrolysis activity;hydrolase activity;nucleoside-triphosphatase activity;nucleotide binding;peptidase activity;proteasome-activating activity;ubiquitin protein ligase binding,GO:0045899;GO:0045732;GO:0070682;GO:0030163;GO:0006511,positive regulation of RNA polymerase II transcription preinitiation complex assembly;positive regulation of protein catabolic process;proteasome regulatory particle assembly;protein catabolic process;ubiquitin-dependent protein catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4.25.1 (Proteasome endopeptidase complex);3.6.1.3 (Deleted entry);3.6.4.3 (Transferred entry: 5.6.1.1);3.6.4.8 (Transferred entry: 5.6.1.5),,,,,,
B9J08_001340,B9J08_001340-t37_1,reduced viability upon starvation protein 161,GO:1990528;GO:0030479;GO:0051285;GO:0005737;GO:0005937;GO:0031097;GO:0045121,Rvs161p-Rvs167p complex;actin cortical patch;cell cortex of cell tip;cytoplasm;mating projection;medial cortex;membrane raft,GO:0008092;GO:0008289;GO:0005515,cytoskeletal protein binding;lipid binding;protein binding,GO:0051666;GO:0030036;GO:0031532;GO:0007015;GO:0000747;GO:0006897;GO:0060988;GO:1903475;GO:0097320;GO:0006970;GO:0042594;GO:0007264,actin cortical patch localization;actin cytoskeleton organization;actin cytoskeleton reorganization;actin filament organization;conjugation with cellular fusion;endocytosis;lipid tube assembly;mitotic actomyosin contractile ring assembly;plasma membrane tubulation;response to osmotic stress;response,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001343,B9J08_001343-t37_1,DNA repair helicase RAD3,GO:0000112;GO:0005634;GO:0000439;GO:0005675,nucleotide-excision repair factor 3 complex;nucleus;transcription factor TFIIH core complex;transcription factor TFIIH holo complex,GO:0043139;GO:0005524;GO:0008094;GO:0003677;GO:0003678;GO:0003684;GO:0004386;GO:0016818;GO:0003676,"5'-3' DNA helicase activity;ATP binding;ATP-dependent activity, acting on DNA;DNA binding;DNA helicase activity;damaged DNA binding;helicase activity;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding",GO:0006139;GO:0006289;GO:0000717;GO:0033683;GO:0070816;GO:0045951;GO:0000019;GO:0010525;GO:0006366,"nucleobase-containing compound metabolic process;nucleotide-excision repair;nucleotide-excision repair, DNA duplex unwinding;nucleotide-excision repair, DNA incision;phosphorylation of RNA polymerase II C-terminal domain;positive regulation of mitotic recombination;regulation of mitotic recombinatio",N/A,N/A,N/A,N/A,N/A,N/A,3.6.4.12 (DNA helicase),3.6.1.- (In phosphorus-containing anhydrides.);3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.1.3 (Deleted entry);3.6.4.12 (DNA helicase),,,,,,
B9J08_001354,B9J08_001354-t37_1,TATA-box-binding protein 1,GO:0000120;GO:0005634;GO:0005669;GO:0000126,RNA polymerase I transcription regulator complex;nucleus;transcription factor TFIID complex;transcription factor TFIIIB complex,GO:0003677;GO:0008301;GO:0001179;GO:0000979;GO:0001016;GO:0001006;GO:0003682,"DNA binding;DNA binding, bending;RNA polymerase I general transcription initiation factor binding;RNA polymerase II core promoter sequence-specific DNA binding;RNA polymerase III transcription regulatory region sequence-specific DNA binding;RNA polymerase III type 3 promoter sequence-specific DNA bi",GO:0006352;GO:0001188;GO:0051123;GO:0070898;GO:0042790;GO:0006361;GO:0070893,"DNA-templated transcription, initiation;RNA polymerase I preinitiation complex assembly;RNA polymerase II preinitiation complex assembly;RNA polymerase III preinitiation complex assembly;nucleolar large rRNA transcription by RNA polymerase I;transcription initiation from RNA polymerase I promoter;tr",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+))),,,,,,
B9J08_001358,B9J08_001358-t37_1,centromere/microtubule-binding protein CBF5,GO:0031429,box H/ACA snoRNP complex,GO:0003723;GO:0009982,RNA binding;pseudouridine synthase activity,GO:0009451;GO:0006396;GO:0051211;GO:0000495;GO:0048315;GO:0006897;GO:0030010;GO:1990481;GO:0001522;GO:0006364;GO:0031118;GO:0042254;GO:0031120,RNA modification;RNA processing;anisotropic cell growth;box H/ACA RNA 3'-end processing;conidium formation;endocytosis;establishment of cell polarity;mRNA pseudouridine synthesis;pseudouridine synthesis;rRNA processing;rRNA pseudouridine synthesis;ribosome biogenesis;snRNA pseudouridine synthesis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1.1.1.302 (2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase);4.2.1.70 (Pseudouridylate synthase);5.4.99.12 (tRNA pseudouridine(38-40) synthase);5.4.99.25 (tRNA pseudouridine(55) synthase)",,,,,,
B9J08_001363,B9J08_001363-t37_1,ATP-dependent RNA helicase DBP3,GO:0005730;GO:0030687,"nucleolus;preribosome, large subunit precursor",GO:0005524;GO:0008186;GO:0003724;GO:0004386;GO:0003676,"ATP binding;ATP-dependent activity, acting on RNA;RNA helicase activity;helicase activity;nucleic acid binding",GO:0000464,"endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.1.- (In phosphorus-containing anhydrides.);3.6.4.13 (RNA helicase),,,,,,
B9J08_001368,B9J08_001368-t37_1,dihydroxyacetone kinase,N/A,N/A,GO:0005524;GO:0004371;GO:0050354,ATP binding;glycerone kinase activity;triokinase activity,GO:0019588;GO:0097237;GO:0006071;GO:0061610,anaerobic glycerol catabolic process;cellular response to toxic substance;glycerol metabolic process;glycerol to glycerone phosphate metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,2.7.1.28 (Triokinase);2.7.1.29 (Glycerone kinase),2.7.1.28 (Triokinase);2.7.1.29 (Glycerone kinase);4.6.1.15 (FAD-AMP lyase (cyclizing)),,,,,,
B9J08_001381,B9J08_001381-t37_1,superoxide dismutase [Cu-Zn] 1,GO:0005829;GO:0005576;GO:0005758;GO:0005634,cytosol;extracellular region;mitochondrial intermembrane space;nucleus,GO:0046872;GO:0004784,metal ion binding;superoxide dismutase activity,GO:0045454;GO:0006878;GO:0006882;GO:0031505;GO:1901856;GO:0055114;GO:0051091;GO:0036091;GO:0050821;GO:0006801,cell redox homeostasis;cellular copper ion homeostasis;cellular zinc ion homeostasis;fungal-type cell wall organization;negative regulation of cellular respiration;obsolete oxidation-reduction process;positive regulation of DNA-binding transcription factor activity;positive regulation of transcripti,N/A,N/A,N/A,N/A,N/A,N/A,1.15.1.1 (Superoxide dismutase),1.15.1.1 (Superoxide dismutase),,,,,,
B9J08_001384,B9J08_001384-t37_1,SBDS family rRNA metabolism protein,N/A,N/A,GO:0005085,guanyl-nucleotide exchange factor activity,GO:0042256;GO:0042254,mature ribosome assembly;ribosome biogenesis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001387,B9J08_001387-t37_1,ADP-ribosylation factor-like protein 1,GO:0005794;GO:0005829;GO:0005802,Golgi apparatus;cytosol;trans-Golgi network,GO:0005525;GO:0003924,GTP binding;GTPase activity,GO:0043001;GO:0034629;GO:0032258;GO:0006897;GO:0016236;GO:0034067;GO:0034497;GO:0006623;GO:0034976;GO:0007264;GO:0016192,Golgi to plasma membrane protein transport;cellular protein-containing complex localization;cytoplasm to vacuole transport by the Cvt pathway;endocytosis;macroautophagy;protein localization to Golgi apparatus;protein localization to phagophore assembly site;protein targeting to vacuole;response to e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.5.2 (Small monomeric GTPase),,,,,,
B9J08_001389,B9J08_001389-t37_1,phosphomevalonate kinase,N/A,N/A,GO:0005524;GO:0004631,ATP binding;phosphomevalonate kinase activity,GO:0006696;GO:0010142;GO:0019287;GO:0031388;GO:0006694,"ergosterol biosynthetic process;farnesyl diphosphate biosynthetic process, mevalonate pathway;isopentenyl diphosphate biosynthetic process, mevalonate pathway;organic acid phosphorylation;steroid biosynthetic process",N/A,N/A,N/A,N/A,N/A,N/A,2.7.4.2 (Phosphomevalonate kinase),2.7.4.2 (Phosphomevalonate kinase),,,,,,
B9J08_001392,B9J08_001392-t37_1,mitochondrial import inner membrane translocase subunit TIM10,GO:0005743;GO:0042719,mitochondrial inner membrane;mitochondrial intermembrane space protein transporter complex,GO:0140318;GO:0051082,protein transporter activity;unfolded protein binding,GO:0045039,protein insertion into mitochondrial inner membrane,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001395,B9J08_001395-t37_1,tRNA-Trp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001406,B9J08_001406-t37_1,proteasome subunit beta type-6,GO:0005737;GO:0005634;GO:0005839;GO:0019774,"cytoplasm;nucleus;proteasome core complex;proteasome core complex, beta-subunit complex",GO:0004298,threonine-type endopeptidase activity,GO:0010499;GO:0043161;GO:0051603,proteasomal ubiquitin-independent protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,3.4.25.1 (Proteasome endopeptidase complex),3.4.25.1 (Proteasome endopeptidase complex),,,,,,
B9J08_001413,B9J08_001413-t37_1,"tyrosine-tRNA ligase, cytoplasmic",GO:0005737;GO:0010494;GO:0005634,cytoplasm;cytoplasmic stress granule;nucleus,GO:0005524;GO:0004812;GO:0000166;GO:0004831,ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity,GO:0006418;GO:0006437,tRNA aminoacylation for protein translation;tyrosyl-tRNA aminoacylation,N/A,N/A,N/A,N/A,N/A,N/A,6.1.1.1 (Tyrosine--tRNA ligase),6.1.1.1 (Tyrosine--tRNA ligase);6.1.1.2 (Tryptophan--tRNA ligase),,,,,,
B9J08_001421,B9J08_001421-t37_1,isopentenyl-diphosphate delta-isomerase,N/A,N/A,GO:0016787;GO:0004452,hydrolase activity;isopentenyl-diphosphate delta-isomerase activity,GO:0050992;GO:0045337;GO:0008299,dimethylallyl diphosphate biosynthetic process;farnesyl diphosphate biosynthetic process;isoprenoid biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,5.3.3.2 (Isopentenyl-diphosphate Delta-isomerase),5.3.3.2 (Isopentenyl-diphosphate Delta-isomerase),,,,,,
B9J08_001422,B9J08_001422-t37_1,"lipoyl synthase, mitochondrial",GO:0005739,mitochondrion,GO:0051539;GO:0003824;GO:0051536;GO:0016992;GO:0102552;GO:0102553;GO:0046872,"4 iron, 4 sulfur cluster binding;catalytic activity;iron-sulfur cluster binding;lipoate synthase activity;lipoyl synthase activity (acting on glycine-cleavage complex H protein;lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein);metal ion binding",GO:0009107;GO:0009249,lipoate biosynthetic process;protein lipoylation,N/A,N/A,N/A,N/A,N/A,N/A,2.8.1.8 (Lipoyl synthase),2.8.1.8 (Lipoyl synthase),,,,,,
B9J08_001429,B9J08_001429-t37_1,cytochrome b-c1 complex subunit 7,GO:0005750,mitochondrial respiratory chain complex III,GO:0003877;GO:0005524;GO:0008796,ATP adenylyltransferase activity;ATP binding;bis(5'-nucleosyl)-tetraphosphatase activity,GO:0006122;GO:0009164;GO:0009117,"mitochondrial electron transport, ubiquinol to cytochrome c;nucleoside catabolic process;nucleotide metabolic process",N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.5 (Sulfate adenylyltransferase (ADP));2.7.7.53 (ATP adenylyltransferase),2.7.7.5 (Sulfate adenylyltransferase (ADP));2.7.7.53 (ATP adenylyltransferase),,,,,,
B9J08_001430,B9J08_001430-t37_1,ribosomal RNA large subunit methyltransferase J,GO:0005730;GO:0005634;GO:0030687,"nucleolus;nucleus;preribosome, large subunit precursor",GO:0008168;GO:0016435;GO:0070039;GO:0008650;GO:0008649,methyltransferase activity;rRNA (guanine) methyltransferase activity;rRNA (guanosine-2'-O-)-methyltransferase activity;rRNA (uridine-2'-O-)-methyltransferase activity;rRNA methyltransferase activity,GO:0001510;GO:0000453;GO:0000466;GO:0000463;GO:0032259;GO:0031167;GO:0006364,"RNA methylation;enzyme-directed rRNA 2'-O-methylation;maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);methylation;rRNA methylation;rRNA processing",N/A,N/A,N/A,N/A,N/A,N/A,2.1.1.- (Methyltransferases.),2.1.1.166 (23S rRNA (uridine(2552)-2'-O)-methyltransferase);2.1.1.167 (27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase),,,,,,
B9J08_001432,B9J08_001432-t37_1,fimbrin,GO:0099079;GO:0030479;GO:0032432;GO:0032153;GO:0001411;GO:0005622;GO:0031097;GO:0120106,"actin body;actin cortical patch;actin filament bundle;cell division site;hyphal tip;intracellular anatomical structure;medial cortex;mitotic actomyosin contractile ring, distal actin filament layer",GO:0051015;GO:0005509;GO:0005515;GO:0030674,actin filament binding;calcium ion binding;protein binding;protein-macromolecule adaptor activity,GO:0051666;GO:0044396;GO:0051017;GO:0007015;GO:0044837;GO:0051211;GO:0006897;GO:0070649;GO:0110009;GO:0034316;GO:1904530,actin cortical patch localization;actin cortical patch organization;actin filament bundle assembly;actin filament organization;actomyosin contractile ring organization;anisotropic cell growth;endocytosis;formin-nucleated actin cable assembly;formin-nucleated actin cable organization;negative regulat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.2.1.69 (Cyanamide hydratase),,,,,,
B9J08_001447,B9J08_001447-t37_1,homoserine kinase,N/A,N/A,GO:0005524;GO:0004413,ATP binding;homoserine kinase activity,GO:0009092;GO:0009088;GO:0006566,homoserine metabolic process;threonine biosynthetic process;threonine metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,2.7.1.39 (Homoserine kinase),2.7.1.39 (Homoserine kinase),,,,,,
B9J08_001448,B9J08_001448-t37_1,lanosterol 14-alpha demethylase,GO:0005783;GO:0016021,endoplasmic reticulum;integral component of membrane,GO:0009055;GO:0020037;GO:0005506;GO:0008168;GO:0004497;GO:0016705;GO:0008398,"electron transfer activity;heme binding;iron ion binding;methyltransferase activity;monooxygenase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;sterol 14-demethylase activity",GO:0035690;GO:0006696;GO:0032259;GO:0055114;GO:0016126,cellular response to drug;ergosterol biosynthetic process;methylation;obsolete oxidation-reduction process;sterol biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1.14.-.- (Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2).);1.14.13.106 (Epi-isozizaene 5-monooxygenase);1.14.13.70 (Transferred entry: 1.14.14.154);1.14.14.1 (Unspecific monooxygenase);1.14.14.154 (Sterol 14-alpha-d",,,,,,
B9J08_001453,B9J08_001453-t37_1,Poly(A) polymerase PAPa,GO:0005829;GO:0005847;GO:1990251;GO:0005654;GO:0005634,cytosol;mRNA cleavage and polyadenylation specificity factor complex;nuclear exosome focus;nucleoplasm;nucleus,GO:0005524;GO:1990817;GO:0003723;GO:0046872;GO:0016779;GO:0004652,ATP binding;RNA adenylyltransferase activity;RNA binding;metal ion binding;nucleotidyltransferase activity;polynucleotide adenylyltransferase activity,GO:0031123;GO:0043631;GO:0006378;GO:0006397;GO:0033621;GO:0071050,"RNA 3'-end processing;RNA polyadenylation;mRNA polyadenylation;mRNA processing;nuclear-transcribed mRNA catabolic process, meiosis-specific transcripts;sno(s)RNA polyadenylation",N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.19 (Polynucleotide adenylyltransferase),2.7.7.19 (Polynucleotide adenylyltransferase),,,,,,
B9J08_001461,B9J08_001461-t37_1,T-complex protein 1 subunit eta,GO:0005832;GO:0005737,chaperonin-containing T-complex;cytoplasm,GO:0005524;GO:0016887;GO:0051082,ATP binding;ATP hydrolysis activity;unfolded protein binding,GO:0044267;GO:0006457,cellular protein metabolic process;protein folding,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001464,B9J08_001464-t37_1,phosphate:H+ symporter,GO:0016021;GO:0005887,integral component of membrane;integral component of plasma membrane,GO:0005315;GO:0005384;GO:0097079;GO:0022857,inorganic phosphate transmembrane transporter activity;manganese ion transmembrane transporter activity;selenite:proton symporter activity;transmembrane transporter activity,GO:0006828;GO:1900062;GO:0006817;GO:0097080;GO:0006797;GO:0055085,manganese ion transport;obsolete regulation of replicative cell aging;phosphate ion transport;plasma membrane selenite transport;polyphosphate metabolic process;transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
