Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Transcript Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
B9J08_001565	B9J08_001565-t37_1	Candida auris strain B8441	PEKT02000004:81,321..84,677(+)	hypothetical protein	hypothetical protein	GO:0005935;GO:0005934	cellular bud neck;cellular bud tip	GO:0009055;GO:0015035	electron transfer activity;protein-disulfide reductase activity	GO:0032233	positive regulation of actin filament bundle assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001566	B9J08_001566-t37_1	Candida auris strain B8441	PEKT02000004:85,799..89,404(+)	hypothetical protein	hypothetical protein	GO:0005737;GO:0010494;GO:0005783;GO:0005789;GO:0042175;GO:0005844	cytoplasm;cytoplasmic stress granule;endoplasmic reticulum;endoplasmic reticulum membrane;nuclear outer membrane-endoplasmic reticulum membrane network;polysome	GO:0001965;GO:0003723;GO:0003729;GO:0003676	G-protein alpha-subunit binding;RNA binding;mRNA binding;nucleic acid binding	GO:0043577;GO:0006348;GO:0007059;GO:0045141;GO:0000750;GO:0030466	chemotropism;chromatin silencing at telomere;chromosome segregation;meiotic telomere clustering;pheromone-dependent signal transduction involved in conjugation with cellular fusion;silent mating-type cassette heterochromatin assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001567	B9J08_001567-t37_1	Candida auris strain B8441	PEKT02000004:90,467..92,098(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020;GO:0005886	integral component of membrane;membrane;plasma membrane	GO:0000102;GO:0022857	L-methionine secondary active transmembrane transporter activity;transmembrane transporter activity	GO:1903692;GO:0000101;GO:0055085	methionine import across plasma membrane;sulfur amino acid transport;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001568	B9J08_001568-t37_1	Candida auris strain B8441	PEKT02000004:92,465..92,893(+)	hypothetical protein	hypothetical protein	GO:0005762;GO:0005739;GO:0005840	mitochondrial large ribosomal subunit;mitochondrion;ribosome	GO:0003735	structural constituent of ribosome	GO:0045333;GO:0032543;GO:1901858;GO:0006979	cellular respiration;mitochondrial translation;regulation of mitochondrial DNA metabolic process;response to oxidative stress	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001569	B9J08_001569-t37_1	Candida auris strain B8441	PEKT02000004:94,432..94,992(+)	hypothetical protein	hypothetical protein	GO:0042025;GO:0005634	host cell nucleus;nucleus	GO:0000981;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001570	B9J08_001570-t37_1	Candida auris strain B8441	PEKT02000004:96,245..97,402(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0016491;GO:0000907	oxidoreductase activity;sulfonate dioxygenase activity	GO:0055114;GO:0044273	obsolete oxidation-reduction process;sulfur compound catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.14.11.17 (Taurine dioxygenase)
B9J08_001571	B9J08_001571-t37_1	Candida auris strain B8441	PEKT02000004:97,726..98,883(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0016491	oxidoreductase activity	GO:0055114	obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.14.11.17 (Taurine dioxygenase)
B9J08_001572	B9J08_001572-t37_1	Candida auris strain B8441	PEKT02000004:99,036..103,060(-)	hypothetical protein	hypothetical protein	GO:0030479;GO:0005935;GO:0005934;GO:0005737	actin cortical patch;cellular bud neck;cellular bud tip;cytoplasm	GO:0005509;GO:0005515;GO:0043130	calcium ion binding;protein binding;ubiquitin binding	GO:0044396;GO:0006897;GO:0030968;GO:0032467;GO:0032880	actin cortical patch organization;endocytosis;endoplasmic reticulum unfolded protein response;positive regulation of cytokinesis;regulation of protein localization	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001573	B9J08_001573-t37_1	Candida auris strain B8441	PEKT02000004:104,829..105,419(+)	H/ACA ribonucleoprotein complex subunit 1	H/ACA ribonucleoprotein complex subunit 1	GO:0031429;GO:0005730;GO:0019013	box H/ACA snoRNP complex;nucleolus;viral nucleocapsid	GO:0003723;GO:0034513;GO:0009982	RNA binding;box H/ACA snoRNA binding;pseudouridine synthase activity	GO:0001522;GO:0006364;GO:0042254;GO:0031120	pseudouridine synthesis;rRNA processing;ribosome biogenesis;snRNA pseudouridine synthesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001574	B9J08_001574-t37_1	Candida auris strain B8441	PEKT02000004:105,545..106,690(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0005525	GTP binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001575	B9J08_001575-t37_1	Candida auris strain B8441	PEKT02000004:107,027..107,519(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001576	B9J08_001576-t37_1	Candida auris strain B8441	PEKT02000004:108,583..113,655(+)	hypothetical protein	hypothetical protein	GO:0005768;GO:0005634;GO:0005628	endosome;nucleus;prospore membrane	GO:0070290;GO:0003824;GO:0032266;GO:0004630	N-acylphosphatidylethanolamine-specific phospholipase D activity;catalytic activity;phosphatidylinositol-3-phosphate binding;phospholipase D activity	GO:0031321;GO:0007154;GO:0000753;GO:0046488;GO:0006644	ascospore-type prospore assembly;cell communication;cell morphogenesis involved in conjugation with cellular fusion;phosphatidylinositol metabolic process;phospholipid metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	3.1.4.4 (Phospholipase D)	3.1.4.4 (Phospholipase D)
B9J08_001577	B9J08_001577-t37_1	Candida auris strain B8441	PEKT02000004:113,787..114,434(+)	hypothetical protein	hypothetical protein	GO:0030134;GO:0005737;GO:0030173;GO:0030176;GO:0016021	COPII-coated ER to Golgi transport vesicle;cytoplasm;integral component of Golgi membrane;integral component of endoplasmic reticulum membrane;integral component of membrane	GO:0097020	COPII receptor activity	GO:0006888;GO:0031505;GO:0045053	endoplasmic reticulum to Golgi vesicle-mediated transport;fungal-type cell wall organization;protein retention in Golgi apparatus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001578	B9J08_001578-t37_1	Candida auris strain B8441	PEKT02000004:114,474..115,997(-)	homoserine O-acetyltransferase	homoserine O-acetyltransferase	GO:0005737	cytoplasm	GO:0016747;GO:0004414;GO:0009001	acyltransferase activity, transferring groups other than amino-acyl groups;homoserine O-acetyltransferase activity;serine O-acetyltransferase activity	GO:0009058;GO:0019344;GO:0006535;GO:0006534;GO:0009086	biosynthetic process;cysteine biosynthetic process;cysteine biosynthetic process from serine;cysteine metabolic process;methionine biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.30 (Serine O-acetyltransferase);2.3.1.31 (Homoserine O-acetyltransferase)
B9J08_001579	B9J08_001579-t37_1	Candida auris strain B8441	PEKT02000004:117,358..118,140(+)	hypothetical protein	hypothetical protein	GO:0005783;GO:0005789;GO:0016021	endoplasmic reticulum;endoplasmic reticulum membrane;integral component of membrane	N/A	N/A	GO:0019915;GO:0008654	lipid storage;phospholipid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.1.- (In phosphorus-containing anhydrides.)
B9J08_001580	B9J08_001580-t37_1	Candida auris strain B8441	PEKT02000004:118,253..119,296(-)	hypothetical protein	hypothetical protein	GO:0005737;GO:0005634	cytoplasm;nucleus	GO:1990439;GO:0003824;GO:0043169;GO:0046872;GO:0004722	MAP kinase serine/threonine phosphatase activity;catalytic activity;cation binding;metal ion binding;protein serine/threonine phosphatase activity	GO:0071470;GO:0000001;GO:0043409;GO:0032873;GO:0000188;GO:0051389;GO:0035970;GO:0000750;GO:0006470;GO:0006388	cellular response to osmotic stress;mitochondrion inheritance;negative regulation of MAPK cascade;negative regulation of stress-activated MAPK cascade;obsolete inactivation of MAPK activity;obsolete inactivation of MAPKK activity;peptidyl-threonine dephosphorylation;pheromone-dependent signal transd	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.16 (Protein-serine/threonine phosphatase)	3.1.3.16 (Protein-serine/threonine phosphatase)
B9J08_001581	B9J08_001581-t37_1	Candida auris strain B8441	PEKT02000004:120,113..123,451(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0005524;GO:0019829;GO:0046872;GO:0000166	ATP binding;ATPase-coupled cation transmembrane transporter activity;metal ion binding;nucleotide binding	GO:0006812	cation transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.2.1.52 (Beta-N-acetylhexosaminidase);3.6.3.10 (Transferred entry: 7.2.2.19);3.6.3.2 (Transferred entry: 7.2.2.14);3.6.3.9 (Transferred entry: 7.2.2.13);7.2.2.- (Linked to the hydrolysis of a nucleoside triphosphate.);7.2.2.13 (Na(+)/K(+)-exchanging ATPase);7.2.2.14 (P-type Mg(2+) transporter)
B9J08_001582	B9J08_001582-t37_1	Candida auris strain B8441	PEKT02000004:125,670..126,578(+)	hypothetical protein	hypothetical protein	GO:0005811;GO:0016020	lipid droplet;membrane	GO:0047372	acylglycerol lipase activity	GO:0006641	triglyceride metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.1.23 (Acylglycerol lipase);3.1.1.5 (Lysophospholipase);6.2.1.3 (Long-chain-fatty-acid--CoA ligase)
B9J08_001584	B9J08_001584-t37_1	Candida auris strain B8441	PEKT02000004:129,591..129,941(-)	hypothetical protein	hypothetical protein	GO:0016021;GO:0031305;GO:0005743;GO:0005739	integral component of membrane;integral component of mitochondrial inner membrane;mitochondrial inner membrane;mitochondrion	GO:0051082	unfolded protein binding	GO:0033617	mitochondrial cytochrome c oxidase assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001585	B9J08_001585-t37_1	Candida auris strain B8441	PEKT02000004:130,783..133,770(-)	hypothetical protein	hypothetical protein	GO:0030897;GO:0000329;GO:0005770	HOPS complex;fungal-type vacuole membrane;late endosome	GO:0035091;GO:0005515	phosphatidylinositol binding;protein binding	GO:0032258;GO:0006886;GO:0046907;GO:0016236;GO:0034727;GO:0015031;GO:0035542;GO:0032889;GO:0006624;GO:0042144;GO:0007033;GO:0099022;GO:0016192	cytoplasm to vacuole transport by the Cvt pathway;intracellular protein transport;intracellular transport;macroautophagy;piecemeal microautophagy of the nucleus;protein transport;regulation of SNARE complex assembly;regulation of vacuole fusion, non-autophagic;vacuolar protein processing;vacuole fus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001586	B9J08_001586-t37_1	Candida auris strain B8441	PEKT02000004:134,117..136,543(-)	hypothetical protein	hypothetical protein	GO:0017119;GO:0005801;GO:0016020	Golgi transport complex;cis-Golgi network;membrane	GO:0140312	cargo adaptor activity	GO:0030242;GO:0032258;GO:0006888;GO:0006891;GO:0006886;GO:0016236;GO:0000301	autophagy of peroxisome;cytoplasm to vacuole transport by the Cvt pathway;endoplasmic reticulum to Golgi vesicle-mediated transport;intra-Golgi vesicle-mediated transport;intracellular protein transport;macroautophagy;retrograde transport, vesicle recycling within Golgi	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001587	B9J08_001587-t37_1	Candida auris strain B8441	PEKT02000004:136,678..138,465(+)	hypothetical protein	hypothetical protein	GO:0005634;GO:0005657;GO:0031298	nucleus;replication fork;replication fork protection complex	GO:0003688;GO:0003690;GO:0046872;GO:0003697	DNA replication origin binding;double-stranded DNA binding;metal ion binding;single-stranded DNA binding	GO:0006260;GO:0006270;GO:0006271;GO:0006348;GO:0000727;GO:0030466	DNA replication;DNA replication initiation;DNA strand elongation involved in DNA replication;chromatin silencing at telomere;double-strand break repair via break-induced replication;silent mating-type cassette heterochromatin assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001588	B9J08_001588-t37_1	Candida auris strain B8441	PEKT02000004:138,961..140,529(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0009055;GO:0020037;GO:0005506;GO:0004497;GO:0016705;GO:0016712	electron transfer activity;heme binding;iron ion binding;monooxygenase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin 	GO:0055114	obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.14.14.1 (Unspecific monooxygenase)
B9J08_001589	B9J08_001589-t37_1	Candida auris strain B8441	PEKT02000004:141,224..142,228(+)	hypothetical protein	hypothetical protein	GO:0000785;GO:0005634	chromatin;nucleus	N/A	N/A	GO:1901857	positive regulation of cellular respiration	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001590	B9J08_001590-t37_1	Candida auris strain B8441	PEKT02000004:142,261..143,094(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001591	B9J08_001591-t37_1	Candida auris strain B8441	PEKT02000004:143,511..145,214(-)	glutamate decarboxylase	glutamate decarboxylase	N/A	N/A	GO:0016831;GO:0003824;GO:0004351;GO:0030170	carboxy-lyase activity;catalytic activity;glutamate decarboxylase activity;pyridoxal phosphate binding	GO:0019752;GO:0034599;GO:0006538;GO:0006536	carboxylic acid metabolic process;cellular response to oxidative stress;glutamate catabolic process;glutamate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.1.15 (Glutamate decarboxylase)	4.1.1.15 (Glutamate decarboxylase)
B9J08_001592	B9J08_001592-t37_1	Candida auris strain B8441	PEKT02000004:147,373..148,392(+)	GDP-mannose transporter	GDP-mannose transporter	GO:0005794;GO:0016021	Golgi apparatus;integral component of membrane	GO:0005458	GDP-mannose transmembrane transporter activity	GO:1990570;GO:0007163	GDP-mannose transmembrane transport;establishment or maintenance of cell polarity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001593	B9J08_001593-t37_1	Candida auris strain B8441	PEKT02000004:148,613..151,573(+)	hypothetical protein	hypothetical protein	GO:0005635;GO:0034399;GO:0005643;GO:0005634	nuclear envelope;nuclear periphery;nuclear pore;nucleus	GO:0008536;GO:0005049;GO:0005515;GO:0031267	Ran GTPase binding;nuclear export signal receptor activity;protein binding;small GTPase binding	GO:0006886;GO:0006611;GO:0061015	intracellular protein transport;protein export from nucleus;snRNA import into nucleus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001594	B9J08_001594-t37_1	Candida auris strain B8441	PEKT02000004:151,834..152,553(-)	transcriptional activator HAP2	transcriptional activator HAP2	GO:0016602;GO:0005634	CCAAT-binding factor complex;nucleus	GO:0003677;GO:0001228;GO:0003700;GO:0000978	DNA binding;DNA-binding transcription activator activity, RNA polymerase II-specific;DNA-binding transcription factor activity;RNA polymerase II cis-regulatory region sequence-specific DNA binding	GO:0000436;GO:0043457;GO:0006355	carbon catabolite activation of transcription from RNA polymerase II promoter;regulation of cellular respiration;regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001595	B9J08_001595-t37_1	Candida auris strain B8441	PEKT02000004:153,007..153,690(-)	hypothetical protein	hypothetical protein	GO:0042025;GO:0005634	host cell nucleus;nucleus	GO:0000981;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001596	B9J08_001596-t37_1	Candida auris strain B8441	PEKT02000004:154,168..156,804(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001597	B9J08_001597-t37_1	Candida auris strain B8441	PEKT02000004:156,820..157,713(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001598	B9J08_001598-t37_1	Candida auris strain B8441	PEKT02000004:158,031..159,842(+)	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	GO:0005739	mitochondrion	GO:0050660	flavin adenine dinucleotide binding	GO:0070899;GO:0008033;GO:0002098	mitochondrial tRNA wobble uridine modification;tRNA processing;tRNA wobble uridine modification	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001599	B9J08_001599-t37_1	Candida auris strain B8441	PEKT02000004:159,883..161,754(-)	hypothetical protein	hypothetical protein	GO:0005694;GO:0005634	chromosome;nucleus	GO:0046982	protein heterodimerization activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001600	B9J08_001600-t37_1	Candida auris strain B8441	PEKT02000004:163,503..164,648(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001601	B9J08_001601-t37_1	Candida auris strain B8441	PEKT02000004:164,652..165,395(-)	hypothetical protein	hypothetical protein	GO:0043596;GO:0005634	nuclear replication fork;nucleus	GO:0008080;GO:0016407;GO:0046872	N-acetyltransferase activity;acetyltransferase activity;metal ion binding	GO:0006281;GO:0006260;GO:0051276;GO:0006302;GO:0034087;GO:0018393;GO:0045132;GO:0007076;GO:0000070;GO:0007062;GO:0070058;GO:0032200	DNA repair;DNA replication;chromosome organization;double-strand break repair;establishment of mitotic sister chromatid cohesion;internal peptidyl-lysine acetylation;meiotic chromosome segregation;mitotic chromosome condensation;mitotic sister chromatid segregation;sister chromatid cohesion;tRNA gen	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.- (Transferring groups other than amino-acyl groups.)
B9J08_001602	B9J08_001602-t37_1	Candida auris strain B8441	PEKT02000004:165,514..166,259(+)	nicotinate-nucleotide diphosphorylase (carboxylating)	nicotinate-nucleotide diphosphorylase (carboxylating)	N/A	N/A	GO:0003824;GO:0004514;GO:0016763	catalytic activity;nicotinate-nucleotide diphosphorylase (carboxylating) activity;pentosyltransferase activity	GO:0034354;GO:0009435	'de novo' NAD biosynthetic process from tryptophan;NAD biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	2.4.2.19 (Nicotinate-nucleotide diphosphorylase (carboxylating));6.3.4.21 (Nicotinate phosphoribosyltransferase)	2.4.2.19 (Nicotinate-nucleotide diphosphorylase (carboxylating));6.3.4.21 (Nicotinate phosphoribosyltransferase)
B9J08_001603	B9J08_001603-t37_1	Candida auris strain B8441	PEKT02000004:166,414..167,457(-)	hypothetical protein	hypothetical protein	GO:0005680	anaphase-promoting complex	GO:0030234;GO:0061630	enzyme regulator activity;ubiquitin protein ligase activity	GO:0031145;GO:0007049;GO:0051301;GO:0031497;GO:1904668	anaphase-promoting complex-dependent catabolic process;cell cycle;cell division;chromatin assembly;positive regulation of ubiquitin protein ligase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001604	B9J08_001604-t37_1	Candida auris strain B8441	PEKT02000004:167,613..169,106(-)	hypothetical protein	hypothetical protein	GO:0005935;GO:0000131	cellular bud neck;incipient cellular bud site	N/A	N/A	GO:0042546;GO:0032995;GO:0007346	cell wall biogenesis;regulation of fungal-type cell wall biogenesis;regulation of mitotic cell cycle	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.4.1.34 (1,3-beta-glucan synthase)
B9J08_001605	B9J08_001605-t37_1	Candida auris strain B8441	PEKT02000004:169,588..171,849(-)	hypothetical protein	hypothetical protein	GO:0005737	cytoplasm	GO:0003824;GO:0004357	catalytic activity;glutamate-cysteine ligase activity	GO:0006750;GO:0046686;GO:0042542	glutathione biosynthetic process;response to cadmium ion;response to hydrogen peroxide	N/A	N/A	N/A	N/A	N/A	N/A	6.3.2.2 (Glutamate--cysteine ligase)	6.3.2.2 (Glutamate--cysteine ligase)
B9J08_001606	B9J08_001606-t37_1	Candida auris strain B8441	PEKT02000004:172,594..174,969(-)	phosphoribosylamine-glycine ligase	phosphoribosylamine-glycine ligase	GO:0005737	cytoplasm	GO:0005524;GO:0046872;GO:0004637;GO:0004641	ATP binding;metal ion binding;phosphoribosylamine-glycine ligase activity;phosphoribosylformylglycinamidine cyclo-ligase activity	GO:0006189;GO:0009113	'de novo' IMP biosynthetic process;purine nucleobase biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	6.3.3.1 (Phosphoribosylformylglycinamidine cyclo-ligase);6.3.4.13 (Phosphoribosylamine--glycine ligase)	2.1.1.228 (tRNA (guanine(37)-N(1))-methyltransferase);2.1.2.- (Hydroxymethyl-, formyl- and related transferases.);2.1.2.2 (Phosphoribosylglycinamide formyltransferase 1);2.1.2.9 (Methionyl-tRNA formyltransferase);6.1.1.11 (Serine--tRNA ligase);6.3.3.1 (Phosphoribosylformylglycinamidine cyclo-ligase)
