Beta FungiDB ID,Beta FungiDB Name
B9J08_002102,Transmembrane amino acid transporter protein | domain-containing protein
B9J08_002103,CENP-S associating Centromere protein X | domain-containing protein
B9J08_002104,Glycogen recognition site of AMP-activated protein kinase | domain-containing protein
B9J08_002105,"Niemann-Pick C1 N terminus | Sterol-sensing domain of SREBP cleavage-activation | NPC1, middle luminal domain | domain-containing protein"
B9J08_002106,Cytidine and deoxycytidylate deaminase zinc-binding region | domain-containing protein
B9J08_002107,Fumarylacetoacetate (FAA) hydrolase C-terminal | domain-containing protein
B9J08_002108,Iron permease FTR1 family | domain-containing protein
B9J08_002109,"glucan endo-1,3-beta-D-glucosidase"
B9J08_002110,Major Facilitator Superfamily | domain-containing protein
B9J08_002111,Bromodomain | domain-containing protein
B9J08_002112,Tim10/DDP family zinc finger | domain-containing protein
B9J08_002113,asparagine-tRNA ligase
B9J08_002114,histidinol-phosphatase
B9J08_002115,proline-tRNA ligase
B9J08_002116,asparagine-tRNA ligase
B9J08_002117,Argininosuccinate lyase C-terminal | Lyase | domain-containing protein
B9J08_002118,unspecified product
B9J08_002119,unspecified product
B9J08_002120,"Nucleolar protein 10-like, second domain | Nucleolar protein 10-like, N-terminal domain | NUC153 domain | domain-containing protein"
B9J08_002121,Isy1-like splicing family | domain-containing protein
B9J08_002122,nicotinamidase
B9J08_002123,Glycosyltransferase sugar-binding region containing DXD motif | domain-containing protein
B9J08_002124,RNA helicase
B9J08_002125,ATP-NAD kinase C-terminal domain | ATP-NAD kinase N-terminal domain | domain-containing protein
B9J08_002126,GDA1/CD39 (nucleoside phosphatase) family | domain-containing protein
B9J08_002127,Transcription factor CRF1 | domain-containing protein
B9J08_002128,"Transcription factor S-II (TFIIS), central domain | PhD finger domain | SPOC domain | domain-containing protein"
B9J08_002129,BRCA1 C Terminus (BRCT) domain | Fungal Rad9-like Rad53-binding | domain-containing protein
B9J08_002130,Proline dehydrogenase | domain-containing protein
B9J08_002131,SLS1 protein first KH domain | SLS1 protein C-terminal beta barrel domain | SLS1 protein N-terminal domain | domain-containing protein
B9J08_002132,unspecified product
B9J08_002133,ABC1 atypical kinase-like domain | domain-containing protein
B9J08_002135,"Utp13 specific WD40 associated domain | Anaphase-promoting complex subunit 4 WD40 domain | WD domain, G-beta repeat | domain-containing protein"
B9J08_002136,Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_002137,HeH/LEM domain | Man1-Src1p-C-terminal domain | domain-containing protein
B9J08_002138,"DRG Family Regulatory Proteins, Tma46 | RWD domain | domain-containing protein"
B9J08_002139,SH3 domain | domain-containing protein
B9J08_002140,unspecified product
B9J08_002141,unspecified product
B9J08_002142,peptidylprolyl isomerase
B9J08_002143,Redoxin | domain-containing protein
B9J08_002144,Transport protein Avl9 | domain-containing protein
B9J08_002145,"WD domain, G-beta repeat | domain-containing protein"
B9J08_002146,ABC transporter TMD0 domain | ABC transporter | ABC transporter transmembrane region | domain-containing protein
B9J08_002147,Sec1 family | domain-containing protein
B9J08_002148,Triose-phosphate Transporter family | domain-containing protein
B9J08_002149,Eukaryotic aspartyl protease | domain-containing protein
B9J08_002150,histidine kinase
B9J08_002151,Dipeptidyl peptidase IV (DPP IV) N-terminal region | Prolyl oligopeptidase family | domain-containing protein
B9J08_002152,Translationally controlled tumour protein | domain-containing protein
B9J08_002153,tRNA:m4X modification enzyme
B9J08_002154,BUD22 | domain-containing protein
B9J08_002155,Glucosidase 2 subunit beta
B9J08_002156,unspecified product
B9J08_002157,short chain dehydrogenase | domain-containing protein
B9J08_002158,YCII-related domain | domain-containing protein
B9J08_002159,unspecified product
B9J08_002160,Ubiquitin carboxyl-terminal hydrolase | domain-containing protein
B9J08_002161,unspecified product
B9J08_002162,"Histone chaperone Rttp106-like, middle domain | Histone chaperone Rtt106 N-terminal domain | Pleckstrin homology domain | domain-containing protein"
B9J08_002163,unspecified product
B9J08_002164,Aminotransferase class I and II | domain-containing protein
B9J08_002165,PX domain | domain-containing protein
B9J08_002166,Region of unknown function (DUF2417) | domain-containing protein
B9J08_002167,FHA domain | RING-like zinc finger | domain-containing protein
B9J08_002168,Sugar (and other) transporter | domain-containing protein
B9J08_002169,Fungal specific transcription factor domain | domain-containing protein
B9J08_002170,Fungal specific transcription factor domain | Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_002171,Acetyltransferase (GNAT) family | domain-containing protein
B9J08_002172,Histidine phosphatase superfamily (branch 1) | domain-containing protein
B9J08_002173,P-type Na+ transporter
B9J08_002174,N-acetyltransferase B complex (NatB) non catalytic subunit | domain-containing protein
B9J08_002175,unspecified product
B9J08_002176,unspecified product
B9J08_002177,unspecified product
B9J08_002178,"Arrestin (or S-antigen), C-terminal domain | Arrestin (or S-antigen), N-terminal domain | domain-containing protein"
B9J08_002179,SNARE domain | domain-containing protein
B9J08_002180,SUR7/PalI family | domain-containing protein
B9J08_002181,1-phosphatidylinositol-3-phosphate 5-kinase
B9J08_002182,Golgi phosphoprotein 3 (GPP34) | domain-containing protein
B9J08_002183,Glycosyl hydrolases family 18 | domain-containing protein
B9J08_002184,ubiquitinyl hydrolase 1
B9J08_002185,3-deoxy-7-phosphoheptulonate synthase
B9J08_002186,Amino acid permease | domain-containing protein
B9J08_002187,MatE | domain-containing protein
B9J08_002188,"mannan endo-1,6-alpha-mannosidase"
B9J08_002189,haloacid dehalogenase-like hydrolase | domain-containing protein
B9J08_002190,Fungal specific transcription factor domain | Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_002191,Adaptor complexes medium subunit family | domain-containing protein
B9J08_002192,"Nucleoporin POM152, Ig-like domain | Nucleoporin pom152-like, first immunoglobulin-like domain | Nucleoporin pom152-like, immunoglobulin-like domain | Nucleoporin POM152, N-terminal transmembrane domain | Nucleoporin pom152-like, ninth immunoglobulin-like domain | domain-containing protein"
B9J08_002193,RNA helicase
B9J08_002194,Synaptobrevin | domain-containing protein
B9J08_002195,Core histone H2A/H2B/H3/H4 | domain-containing protein
B9J08_002196,histone acetyltransferase
B9J08_002197,Helicase conserved C-terminal domain | Ring finger domain | HIRAN domain | SNF2-related domain | domain-containing protein
B9J08_002198,unspecified product
B9J08_002199,Natural resistance-associated macrophage protein-like | domain-containing protein
B9J08_002200,Mmc1 C-terminal domain | domain-containing protein
B9J08_002201,NifU-like domain | Scaffold protein Nfu/NifU N terminal | domain-containing protein
B9J08_002202,Phosphate transporter family | domain-containing protein
B9J08_002203,"F-actin capping protein, beta subunit | domain-containing protein"
B9J08_002204,unspecified product
B9J08_002205,unspecified product
B9J08_002206,Clathrin light chain | domain-containing protein
B9J08_002207,Elongator complex protein 2
B9J08_002208,TATA-binding related factor (TRF) of subunit 20 of Mediator complex | domain-containing protein
B9J08_002209,"ATP-dependent rRNA helicase SPB4-like, C-terminal extension | Helicase conserved C-terminal domain | DEAD/DEAH box helicase | domain-containing protein"
B9J08_002210,RNA polymerase III RPC4 | domain-containing protein
B9J08_002211,Sas10 C-terminal domain | domain-containing protein
B9J08_002212,T-complex protein 1 subunit delta
B9J08_002213,D123 | domain-containing protein
B9J08_002214,SMP-30/Gluconolactonase/LRE-like region | domain-containing protein
B9J08_002215,HIT zinc finger | Hit1 C-terminal | domain-containing protein
B9J08_002216,unspecified product
B9J08_002217,Fungal specific transcription factor domain | Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_002218,unspecified product
B9J08_002219,"Zinc finger, C2H2 type | domain-containing protein"
B9J08_002220,unspecified product
B9J08_002221,Histone chaperone domain CHZ | domain-containing protein
B9J08_002222,LSM domain | domain-containing protein
B9J08_002223,Ras family | domain-containing protein
B9J08_002224,"FACT complex subunit SPT16, C-terminal domain | Histone chaperone Rttp106-like, middle domain | Metallopeptidase family M24 | FACT complex subunit SPT16 PH-like domain | FACT complex subunit SPT16 N-terminal lobe domain | FACT complex subunit (SPT16/CDC68) | domain-containing protein"
B9J08_002225,"Eukaryotic and archaeal DNA primase, large subunit | domain-containing protein"
B9J08_002226,unspecified product
B9J08_002227,Permease family | domain-containing protein
B9J08_002228,unspecified product
B9J08_002229,LicD family | domain-containing protein
B9J08_002230,Helix-loop-helix DNA-binding domain | domain-containing protein
B9J08_002231,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain | Thiamine pyrophosphate enzyme, N-terminal TPP binding domain | Thiamine pyrophosphate enzyme, central domain | domain-containing protein"
B9J08_002232,ABC transporter transmembrane region | ABC transporter | domain-containing protein
B9J08_002233,ERAP1-like C-terminal domain | Peptidase M1 N-terminal domain | Peptidase family M1 domain | domain-containing protein
B9J08_002234,unspecified product
B9J08_002235,non-specific serine/threonine protein kinase
B9J08_002236,tRNA pseudouridine synthase | domain-containing protein
B9J08_002237,Sugar (and other) transporter | domain-containing protein
B9J08_002238,Centromere DNA-binding protein complex CBF3 subunit B | Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_002239,Sugar (and other) transporter | domain-containing protein
B9J08_002240,Fibronectin type III-like domain | Glycosyl hydrolase family 3 C-terminal domain | Glycosyl hydrolase family 3 N terminal domain | PA14 domain | domain-containing protein
B9J08_002241,Major Facilitator Superfamily | domain-containing protein
B9J08_002242,Amino acid permease | domain-containing protein
B9J08_002243,Sugar (and other) transporter | domain-containing protein
B9J08_002244,unspecified product
B9J08_002245,N-terminal domain of oxidoreductase | Zinc-binding dehydrogenase | domain-containing protein
B9J08_002246,LicD family | domain-containing protein
B9J08_002247,unspecified product
B9J08_002248,unspecified product
B9J08_002249,Major Facilitator Superfamily | domain-containing protein
B9J08_002250,Sugar (and other) transporter | domain-containing protein
B9J08_002251,Sugar (and other) transporter | domain-containing protein
B9J08_002252,Fasciclin domain | domain-containing protein
B9J08_002253,RNA recognition motif | domain-containing protein
B9J08_002254,Putative FMN-binding domain | domain-containing protein
B9J08_002255,unspecified product
B9J08_002256,unspecified product
B9J08_002257,NAD dependent epimerase/dehydratase family | domain-containing protein
B9J08_002258,VIT family | domain-containing protein
B9J08_002259,Sugar (and other) transporter | domain-containing protein
B9J08_002260,Ankyrin repeat | Ankyrin repeats (3 copies) | domain-containing protein
B9J08_002261,Membrane-associating domain | domain-containing protein
B9J08_002262,Beta-glucan synthesis-associated protein SKN1/KRE6/Sbg1 | domain-containing protein
B9J08_002263,Beta-glucan synthesis-associated protein SKN1/KRE6/Sbg1 | domain-containing protein
B9J08_002264,"Beta-ketoacyl synthase, N-terminal domain | Beta-ketoacyl synthase, C-terminal domain | domain-containing protein"
B9J08_002265,unspecified product
B9J08_002266,"Zinc finger, C2H2 type | domain-containing protein"
B9J08_002267,ATP synthase regulation protein NCA2 | domain-containing protein
B9J08_002268,Proteasome subunit A N-terminal signature | Proteasome subunit | domain-containing protein
B9J08_002269,Putative transmembrane protein 170 | domain-containing protein
B9J08_002270,unspecified product
B9J08_002271,"Ulp1 protease family, C-terminal catalytic domain | domain-containing protein"
B9J08_002272,"Aminopeptidase P, N-terminal domain | Metallopeptidase family M24 | domain-containing protein"
B9J08_002273,SPFH domain / Band 7 family | domain-containing protein
B9J08_002274,Major Facilitator Superfamily | domain-containing protein
B9J08_002275,unspecified product
B9J08_002276,ADP-ribosylation factor family | domain-containing protein
B9J08_002277,Ribosomal L29 protein | domain-containing protein
B9J08_002278,Ubiquitin elongating factor core | U-box domain | domain-containing protein
B9J08_002279,Fungal Zn(2)-Cys(6) binuclear cluster domain | ERT1/acuK family PAS domain | domain-containing protein
B9J08_002280,Amino acid permease | domain-containing protein
B9J08_002281,unspecified product
B9J08_002282,unspecified product
B9J08_002283,Exonuclease | domain-containing protein
B9J08_002284,Exonuclease | domain-containing protein
B9J08_002285,unspecified product
B9J08_002286,unspecified product
B9J08_002287,"Elongation Factor G, domain III | Elongation factor Tu GTP binding domain | Elongation factor-like GTPase 1-like domain | Elongation factor G domain 2 | Elongation factor G C-terminus | domain-containing protein"
