VPDB Gene ID,CGD ID,CGD Annotation
B9J08_003351,CAL0000223025,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C4_06040W_A, <i>C. dubliniensis CD36</i> : Cd36_45590, <i>C. parapsilosis CDC317</i> : CPAR2_501450 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_105024"
B9J08_003352,CAL0000224569,Uncharacterized ORF; Has domain(s) with predicted transmembrane transporter activity and role in transmembrane transport
B9J08_003353,CAL0000221183,"Uncharacterized ORF; Ortholog(s) have methionyl-tRNA formyltransferase activity, role in conversion of methionyl-tRNA to N-formyl-methionyl-tRNA and mitochondrion localization"
B9J08_003354,CAL0000216403,"Uncharacterized ORF; Ortholog(s) have phospholipid binding, phospholipid transfer activity"
B9J08_003355,CAL0000217739,Uncharacterized ORF; Ortholog(s) have protein serine/threonine kinase activity
B9J08_003356,CAL0000226595,Uncharacterized ORF; Ortholog(s) have protein serine/threonine kinase activity
B9J08_003357,CAL0000227837,"Uncharacterized ORF; Ortholog(s) have ubiquitin binding activity, role in ubiquitin-dependent protein catabolic process and proteasome regulatory particle, lid subcomplex, proteasome storage granule localization"
B9J08_003358,CAL0000223243,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_04220C_A, <i>C. dubliniensis CD36</i> : Cd36_03980, <i>C. parapsilosis CDC317</i> : CPAR2_107050 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113999"
B9J08_003359,CAL0000219747,"Uncharacterized ORF; Ortholog(s) have GTP binding, phosphatidylinositol-4-phosphate binding, phosphatidylinositol-5-phosphate binding, structural constituent of cytoskeleton activity"
B9J08_003360,CAL0000226203,"Uncharacterized ORF; Ortholog(s) have role in endoplasmic reticulum tubular network membrane organization, mitotic spindle pole body insertion into the nuclear envelope and mitotic spindle pole body localization, <a href=""#GOsection"">more</a>"
B9J08_003361,CAL0000227469,"Uncharacterized ORF; Has domain(s) with predicted GTP binding, GTPase activity and role in small GTPase mediated signal transduction"
B9J08_003364,CAL0000219251,"Uncharacterized ORF; Ortholog(s) have ATP binding, tRNA binding, unfolded protein binding activity"
B9J08_003365,CAL0000220611,"Uncharacterized ORF; Ortholog(s) have acetate-CoA ligase activity, acid-ammonia (or amide) ligase activity, role in acetyl-CoA biosynthetic process and cytoplasm, cytosol, nucleolus, nucleus localization"
B9J08_003366,CAL0000216651,"Uncharacterized ORF; Ortholog(s) have alpha-1,6-mannosyltransferase activity, mannosyltransferase activity, role in GPI anchor biosynthetic process and endoplasmic reticulum, endoplasmic reticulum membrane, mannosyltransferase complex localization"
B9J08_003367,CAL0000218149,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_04270C_A, <i>C. dubliniensis CD36</i> : Cd36_04020, <i>C. parapsilosis CDC317</i> : CPAR2_107000 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113990"
B9J08_003368,CAL0000227679,"Uncharacterized ORF; Ortholog(s) have chromatin-protein adaptor activity, cupric reductase activity"
B9J08_003369,CAL0000223353,"Uncharacterized ORF; Has domain(s) with predicted DNA binding, protein heterodimerization activity, structural constituent of chromatin activity and nucleosome localization"
B9J08_003370,CAL0000221895,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : HTC1, <i>C. albicans SC5314</i> : C1_04310C_A/GIG1, <i>C. glabrata CBS138</i> : CAGL0H05225g, <i>C. dubliniensis CD36</i> : Cd36_04060 and <i>C. parapsilosis CDC317</i> : CPAR2_106970"
B9J08_003371,CAL0000225687,"Uncharacterized ORF; Has domain(s) with predicted catalytic activity, intramolecular phosphotransferase activity and role in glycolytic process"
B9J08_003372,CAL0000217087,Verified ORF; Transcription factor involved in regulation of drug efflux; autoregulates its own expression and activates transcription of <i>MDR1</i> and <i>CDR1</i>; appears to be degraded by a complex containing Ubr2p and Mub1p
B9J08_003373,CAL0000222561,"Uncharacterized ORF; Ortholog(s) have role in phospholipid translocation, retrograde transport, endosome to Golgi and endosome membrane, trans-Golgi network membrane localization"
B9J08_003374,CAL0000223823,Verified ORF; Protein that may be required for <i>C. auris</i> to grow well on skin; null mutant shows growth defects under skin-like conditions; orthologs have isocitrate lyase activity
B9J08_003375,CAL0000221711,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_04510W_A, <i>C. dubliniensis CD36</i> : Cd36_04250, <i>C. parapsilosis CDC317</i> : CPAR2_105260 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113974"
B9J08_003376,CAL0000223471,Uncharacterized ORF; Ortholog(s) have cyclin-dependent protein serine/threonine kinase activity
B9J08_003377,CAL0000218401,"Uncharacterized ORF; Ortholog(s) have tRNA (uridine) methyltransferase activity and role in tRNA methylation, tRNA nucleoside ribose methylation"
B9J08_003378,CAL0000220413,"Uncharacterized ORF; Ortholog(s) have ubiquitin protein ligase activity and role in negative regulation of gluconeogenesis, proteasome-mediated ubiquitin-dependent protein catabolic process, ubiquitin-dependent protein catabolic process"
B9J08_003379,CAL0000220075,"Uncharacterized ORF; Ortholog(s) have ubiquitin-protein transferase activity and role in global genome nucleotide-excision repair, ubiquitin-dependent protein catabolic process"
B9J08_003380,CAL0000222841,Uncharacterized ORF; Ortholog(s) have phosphatidylinositol binding activity
B9J08_003381,CAL0000217159,Uncharacterized ORF; Ortholog(s) have structural molecule activity
B9J08_003382,CAL0000216649,"Uncharacterized ORF; Ortholog(s) have large ribosomal subunit rRNA binding activity and role in maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosomal large subunit biogenesis"
B9J08_003383,CAL0000225989,"Uncharacterized ORF; Ortholog(s) have phosphoprotein phosphatase activity, protein serine/threonine phosphatase activity"
B9J08_003384,CAL0000218599,Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
B9J08_003385,CAL0000223341,"Uncharacterized ORF; Has domain(s) with predicted ATPase inhibitor activity, role in negative regulation of ATP-dependent activity and mitochondrion localization"
B9J08_003386,CAL0000228013,"Uncharacterized ORF; Ortholog(s) have ubiquitin-protein transferase activity, role in peroxisome organization, protein autoubiquitination, protein import into peroxisome matrix, receptor recycling, protein monoubiquitination and peroxisome localization"
B9J08_003387,CAL0000219809,"Uncharacterized ORF; Ortholog(s) have ATPase activator activity, cytoskeletal anchor activity, microtubule binding, microtubule lateral binding, microtubule plus-end binding activity"
B9J08_003388,CAL0000223927,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_06820W_A, <i>C. dubliniensis CD36</i> : Cd36_06390, <i>C. parapsilosis CDC317</i> : CPAR2_209040 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114052"
B9J08_003389,CAL0000220009,Uncharacterized ORF; Ortholog(s) have role in mitochondrial cytochrome c oxidase assembly
B9J08_003390,CAL0000227561,"Uncharacterized ORF; Ortholog(s) have role in regulation of glycogen biosynthetic process, regulation of glycogen catabolic process"
B9J08_003391,CAL0000224721,Uncharacterized ORF; Ortholog(s) have fungal-type vacuole localization
B9J08_003392,CAL0000220331,Uncharacterized ORF; Has domain(s) with predicted membrane localization
B9J08_003393,CAL0000220819,Uncharacterized ORF; Ortholog(s) have cytosolic large ribosomal subunit localization
B9J08_003394,CAL0000216125,"Uncharacterized ORF; Ortholog(s) have role in isoleucine biosynthetic process, mitochondrial translation and mitochondrial matrix, mitochondrion localization"
B9J08_003395,CAL0000225271,Uncharacterized ORF; Ortholog(s) have role in positive regulation of transcription elongation by RNA polymerase II and CCR4-NOT core complex localization
B9J08_003396,CAL0000226795,"Uncharacterized ORF; Ortholog(s) have structural molecule activity and role in COPII-coated vesicle budding, endoplasmic reticulum to Golgi vesicle-mediated transport, intracellular protein transport, nuclear envelope organization"
B9J08_003397,CAL0000222977,"Uncharacterized ORF; Ortholog(s) have alpha,alpha-trehalase activity, role in trehalose catabolic process, trehalose transport and cell wall-bounded periplasmic space, fungal-type cell wall, fungal-type vacuole localization"
B9J08_003398,CAL0000223171,"Uncharacterized ORF; Has domain(s) with predicted role in cell division, chromosome segregation and MIS12/MIND type complex localization"
B9J08_003399,CAL0000220057,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_01080W_A, <i>C. dubliniensis CD36</i> : Cd36_01020, <i>C. parapsilosis CDC317</i> : CPAR2_110130 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_93515"
B9J08_003400,CAL0000226253,Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
B9J08_003401,CAL0000227151,Uncharacterized ORF; Protein possibly associated with fluconazole resistance; mutations detected in resistant strains; orthologs have calcium channel activity
B9J08_003402,CAL0000222989,"Uncharacterized ORF; Ortholog(s) have translation elongation factor binding activity, role in G2/M transition of mitotic cell cycle and cytoplasm, nucleus localization"
B9J08_003403,CAL0000223935,"Uncharacterized ORF; Ortholog(s) have protein-macromolecule adaptor activity, ubiquitin binding activity"
B9J08_003404,CAL0000220733,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_01140C_A, <i>C. dubliniensis CD36</i> : Cd36_01070, <i>C. parapsilosis CDC317</i> : CPAR2_109800 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114209"
B9J08_003405,CAL0000222491,"Uncharacterized ORF; Ortholog(s) have tRNA methyltransferase activity and role in tRNA methylation, wybutosine biosynthetic process"
B9J08_003406,CAL0000218857,"Uncharacterized ORF; Ortholog(s) have RNA binding, manganese ion binding activity"
B9J08_003407,CAL0000220517,"Uncharacterized ORF; Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of DNA-templated transcription"
B9J08_003408,CAL0000216925,Uncharacterized ORF; Ortholog of <i>Candida lusitaniae ATCC 42720</i> : CLUG_01446
B9J08_003409,CAL0000216573,Uncharacterized ORF; Has domain(s) with predicted protein dimerization activity
B9J08_003410,CAL0000225243,"Uncharacterized ORF; Ortholog(s) have cullin family protein binding, protein-macromolecule adaptor activity, ubiquitin conjugating enzyme binding, ubiquitin-like protein binding activity, role in protein neddylation and nucleus localization"
B9J08_003411,CAL0000226409,Uncharacterized ORF; Ortholog(s) have ubiquitin protein ligase activity
B9J08_003412,CAL0000222651,"Uncharacterized ORF; Ortholog(s) have RNA polymerase II-specific DNA-binding transcription factor binding, TBP-class protein binding, chromatin binding, molecular adaptor activity"
B9J08_003413,CAL0000224425,Uncharacterized ORF; Has domain(s) with predicted oligopeptide transmembrane transporter activity and role in transmembrane transport
B9J08_003414,CAL0000218591,"Uncharacterized ORF; Has domain(s) with predicted ATP binding, nucleic acid binding activity"
B9J08_003416,CAL0000227593,"Uncharacterized ORF; Has domain(s) with predicted NAD binding, oxidoreductase activity, acting on NAD(P)H, quinone binding activity"
B9J08_003417,CAL0000217217,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C7_01910C_A, <i>C. dubliniensis CD36</i> : Cd36_71720, <i>C. parapsilosis CDC317</i> : CPAR2_703420 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_104283"
B9J08_003418,CAL0000219865,Uncharacterized ORF; Ortholog(s) have role in aerobic respiration and mitochondrial intermembrane space localization
B9J08_003419,CAL0000221971,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C6_00930C_A, <i>C. dubliniensis CD36</i> : Cd36_60970, <i>C. parapsilosis CDC317</i> : CPAR2_603030 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113701"
B9J08_003420,CAL0000224033,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : PRM5, <i>C. albicans SC5314</i> : C6_00940C_A, <i>C. dubliniensis CD36</i> : Cd36_60980, <i>C. parapsilosis CDC317</i> : CPAR2_603060 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113703"
B9J08_003421,CAL0000222311,"Uncharacterized ORF; Ortholog(s) have DNA binding, DNA topoisomerase type I (single strand cut, ATP-independent) activity"
B9J08_003422,CAL0000227299,Uncharacterized ORF; Protein of unknown function
B9J08_003424,CAL0000227517,"Uncharacterized ORF; Ortholog(s) have centromeric DNA binding, phosphoprotein binding, protein kinase activity, protein serine/threonine kinase activity, protein-containing complex binding activity"
B9J08_003425,CAL0000225679,"Uncharacterized ORF; Ortholog(s) have DNA binding, RNA polymerase II activity, RNA-dependent RNA polymerase activity"
B9J08_003426,CAL0000218851,"Uncharacterized ORF; Ortholog(s) have transcription coactivator activity, transcription corepressor activity"
B9J08_003427,CAL0000216731,"Uncharacterized ORF; Ortholog(s) have phosphatidylinositol-4,5-bisphosphate binding, phosphatidylserine binding activity and role in endocytosis, site selection"
B9J08_003428,CAL0000222225,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : TRI1, <i>C. albicans SC5314</i> : C1_00910W_A/TRI1, <i>C. glabrata CBS138</i> : CAGL0M04939g, <i>C. dubliniensis CD36</i> : Cd36_00860 and <i>C. parapsilosis CDC317</i> : CPAR2_110030"
B9J08_003429,CAL0000220885,"Uncharacterized ORF; Ortholog(s) have role in endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), <a href=""#GOsection"">more</a>"
B9J08_003430,CAL0000217401,"Uncharacterized ORF; Ortholog(s) have GTPase activity, calcium ion binding activity"
B9J08_003431,CAL0000221689,Uncharacterized ORF; Ortholog(s) have role in protein maturation by [4Fe-4S] cluster transfer and mitochondrial matrix localization
B9J08_003432,CAL0000226047,"Uncharacterized ORF; Ortholog(s) have translation initiation factor activity and role in cytoplasmic translational initiation, translational initiation"
B9J08_003434,CAL0000222459,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C7_01460C_A, <i>C. dubliniensis CD36</i> : Cd36_71290, <i>C. parapsilosis CDC317</i> : CPAR2_805620 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113713"
B9J08_003435,CAL0000226783,"Uncharacterized ORF; Ortholog(s) have mRNA binding activity and role in proteasomal ubiquitin-independent protein catabolic process, proteasome-mediated ubiquitin-dependent protein catabolic process"
B9J08_003436,CAL0000222053,"Uncharacterized ORF; Ortholog(s) have palmitoyltransferase activity, role in protein palmitoylation and endoplasmic reticulum localization"
B9J08_003437,CAL0000220415,"Uncharacterized ORF; Ortholog(s) have thioredoxin peroxidase activity, role in cell redox homeostasis and mitochondrion localization"
