Protein	GO_IDs
B9J08_005547	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0008150;GO:0044464;GO:0044444;GO:0016020;GO:0009987;GO:0031090;GO:0044446;GO:0044422;GO:0044432;GO:0044424;GO:0043170;GO:0042592
B9J08_005551	GO:0008150;GO:0003674;GO:0003824;GO:0009987;GO:0071704;GO:0044464;GO:0005575;GO:0005737;GO:0044424;GO:0044237;GO:0008152;GO:0062097;GO:1901576;GO:0016874;GO:0034645;GO:0009058;GO:0044260;GO:0035639
B9J08_005557	GO:0005575;GO:0044464;GO:0031225;GO:0016020;GO:0005886;GO:0005618;GO:0031224;GO:0044424;GO:0030312;GO:0008150;GO:0009277;GO:0044425;GO:0005911;GO:0051179;GO:0030054;GO:0006810;GO:0005737;GO:0009506
B9J08_005558	GO:0005575;GO:0016020;GO:0044464;GO:0005886;GO:0031225;GO:0008150;GO:0003674;GO:0005488;GO:0031224;GO:0005576;GO:0044425;GO:0043226;GO:0043169;GO:0046872;GO:0043227;GO:0043167;GO:0005618;GO:0009548
B9J08_005559	GO:0005575;GO:0044464;GO:0030312;GO:0005618;GO:0031225;GO:0009277;GO:0005576;GO:0044425;GO:0008150;GO:0031224;GO:0009274;GO:0009987;GO:0071554;GO:0009986;GO:0005199;GO:0071555;GO:0044085
B9J08_005560	GO:0005575;GO:0044464;GO:0031225;GO:0009277;GO:0005886;GO:0031224;GO:0016020;GO:0005618;GO:0005576;GO:0030312;GO:0008150;GO:0003824;GO:0003674;GO:0009986;GO:0044425;GO:0030445;GO:0030446;GO:0050896
B9J08_005561	GO:0005575;GO:0044464;GO:0031225;GO:0005618;GO:0030312;GO:0008150;GO:0050801;GO:0042592;GO:0065007;GO:0098771;GO:0055080;GO:0044425;GO:0009277;GO:0005886;GO:0055065;GO:0055072;GO:0031224;GO:0003674;GO:0065008;GO:0005576
B9J08_005573	GO:0008150;GO:0005575;GO:0044424;GO:0009987;GO:0044464;GO:0043226;GO:0003674;GO:0043227;GO:0043229;GO:0005634;GO:0050896;GO:0043231;GO:0042221;GO:0032991;GO:0140535;GO:1901700;GO:0006950;GO:0009628;GO:0070897
B9J08_005574	GO:0005575;GO:0044464;GO:0008150;GO:0005618;GO:0030312;GO:0009277;GO:0009986;GO:0051704;GO:0009987;GO:0044425;GO:0005576;GO:0022610;GO:0044419;GO:0031225;GO:0031224;GO:0009405;GO:0007155
B9J08_005575	GO:0008150;GO:0003674;GO:0065007;GO:0005634;GO:0005488;GO:0044464;GO:0050789;GO:0043231;GO:0009987;GO:0050794;GO:0044424;GO:0043227;GO:0005575;GO:0043229;GO:0043226;GO:0043170;GO:0044260;GO:0071704;GO:0005515
B9J08_005576	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0044464;GO:0008150;GO:0051179;GO:0003674;GO:0044444;GO:0051234;GO:0044424;GO:0006810;GO:0071702;GO:0008528;GO:0004930;GO:0046907;GO:0009987
